year,optimized,provided,benchmark
2011,-0.021667244546492048,-0.01910891444057161,0.010448467352552004
2012,0.15233370044849437,0.14668753186124128,0.15990296666540949
2013,0.19296582022770337,0.1107275681076989,0.3230779422494898
2014,0.13064053537974307,0.08038053568242032,0.1346378328658624
2015,0.031341352789251875,-0.020130166752646117,0.012343105936251986
2016,0.09413121980309058,0.08537697300121483,0.11997892746889116
2017,0.25244109656974834,0.2886481385515163,0.21705385247701403
2018,-0.014150941092649694,-0.07286119018440429,-0.045689843996939095
2019,0.32521810067598844,0.2515080588951104,0.3122388899069446
2020,0.3468225642523137,0.32434819640314605,0.18331589090418499
2021,0.21016033959376856,0.1185961827836397,0.28728769487345285
2022,-0.222222461541412,-0.2239622617207051,-0.18175368123865754
2023,0.3706253009677407,0.23186918705145354,0.2617579670693302
2024,0.25944937568609117,0.14356741890816638,0.24886454815309933
2025,0.28087830946789416,0.3228980197452327,0.17719067981214565
2026,0.13644086114815512,0.169868174142215,0.13081637433046645
