portfolio,normalized_underwater_duration_months_per_10pct,completed_episode_count,episode_limit
Current Portfolio,8.625736967268663,9,10
KAW Core Revised Internal,11.630799303742092,9,10
QQQ 100%,5.559503058455226,9,10
benchmark,6.8880371023572105,9,10
