portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Current Portfolio,10000.0,62126.36894991145,0.18365591930459257,0.1759516383601,0.11159642845750285,0.40185844981542806,-0.050869376795391386,-0.1045851526207694,1.2326273580186864,2.1513704721870677
KAW Core Revised Internal,10000.0,29671.798977938433,0.10560749296829397,0.1052053407431331,0.09386487023935614,0.2530339759846505,-0.12801375131805426,-0.1280137513180546,0.7117733502060877,1.1037463067886206
QQQ 100%,10000.0,82759.66656388305,0.2154069883605343,0.21281587130359447,0.18045392269667498,0.5792840521669853,-0.2782340227362342,-0.2782340227362343,0.9665683134556844,1.5984576427226556
benchmark,10000.0,53468.18524240763,0.16737075785378597,0.16577788989057693,0.14201428685050224,0.43411658567333666,-0.1333627944601068,-0.17409891918626053,0.8969735730776549,1.4505824652968646
