point,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPY_pct,weight_EWY_pct,weight_EEM_pct,weight_EWJ_pct,weight_TLT_pct,weight_GLD_pct
1,0.46175176545443786,9.340979801175585,11.914403916010022,0.0,35.95253818540359,0.0,0.0,0.0,30.3310924127268,33.7163694018696
2,0.4740426277476722,9.487529650627359,11.914639235805314,0.0,36.28188380219345,0.0,0.0,0.0,29.715175087814604,34.00294110999195
3,0.48631379620941295,9.634079500079128,11.915345167306771,0.0,36.61122941898331,0.0,0.0,0.0,29.099257762902397,34.28951281811429
4,0.49856382398618515,9.780629349530894,11.916521626877666,0.0,36.94057503577314,0.0,0.0,0.0,28.48334043799022,34.57608452623664
5,0.5107912724208072,9.927179198982664,11.918168475178492,0.0,37.26992065256299,0.0,0.0,0.0,27.867423113078022,34.862656234358994
6,0.5229947118961523,10.073729048434434,11.920285517249432,0.0,37.59926626935284,0.0,0.0,0.0,27.25150578816582,35.14922794248134
7,0.5351727226689976,10.220278897886203,11.922872502625685,0.0,37.92861188614269,0.0,0.0,0.0,26.63558846325362,35.43579965060369
8,0.5473238956928309,10.366828747337973,11.925929125485432,0.0,38.25795750293254,0.0,0.0,0.0,26.019671138341433,35.72237135872603
9,0.559446833428503,10.51337859678974,11.929455024830293,0.0,38.587303119722385,0.0,0.0,0.0,25.40375381342924,36.008943066848374
10,0.571540150641647,10.659928446241512,11.933449784697995,0.0,38.916648736512236,0.0,0.0,0.0,24.787836488517037,36.29551477497073
11,0.5836024751858085,10.806478295693282,11.937912934406981,0.0,39.24599435330209,0.0,0.0,0.0,24.17191916360484,36.58208648309308
12,0.5956324487702704,10.953028145145053,11.942843948832591,0.0,39.575339970091925,0.0,0.0,0.0,23.556001838692637,36.86865819121543
13,0.6076287277115798,11.099577994596821,11.948242248714491,0.0,39.90468558688178,0.0,0.0,0.0,22.94008451378044,37.155229899337776
14,0.6195899836678299,11.246127844048592,11.954107200994876,0.0,40.23403120367163,0.0,0.0,0.0,22.32416718886825,37.44180160746012
15,0.631514904354781,11.39267769350036,11.960438119187026,0.0,40.563376820461485,0.0,0.0,0.0,21.70824986395605,37.728373315582466
16,0.6434021942429516,11.53922754295213,11.967234263773713,0.0,40.89272243725132,0.0,0.0,0.0,21.092332539043856,38.01494502370482
17,0.6552505752348452,11.685777392403901,11.974494842634908,0.0,41.22206805404118,0.0,0.0,0.0,20.476415214131656,38.30151673182717
18,0.6670587873215288,11.832327241855667,11.982219011504228,0.0,41.551413670831025,0.0,0.0,0.0,19.860497889219467,38.5880884399495
19,0.6788255892178219,11.978877091307437,11.990405874453526,0.0,41.88075928762087,0.0,0.0,0.0,19.244580564307263,38.87466014807186
20,0.6905497589753984,12.12542694075921,11.999054484404963,0.0,42.21010490441073,0.0,0.0,0.0,18.628663239395067,39.161231856194206
21,0.7022300945731578,12.271976790210976,12.008163843669898,0.0,42.539450521200564,0.0,0.0,0.0,18.012745914482885,39.44780356431655
22,0.7138654144842694,12.418526639662746,12.017732904513895,0.0,42.868796137990415,0.0,0.0,0.0,17.396828589570674,39.734375272438896
23,0.7254545582193331,12.565076489114515,12.02776056974714,0.0,43.19814175478027,0.0,0.0,0.0,16.780911264658485,40.02094698056125
24,0.7369963868451714,12.711626338566283,12.038245693339416,0.0,43.52748737157011,0.0,0.0,0.0,16.164993939746292,40.307518688683594
25,0.7484897834787975,12.858176188018057,12.049187081058989,0.0,43.85683298835997,0.0,0.0,0.0,15.549076614834084,40.594090396805946
26,0.7599336537561672,13.004726037469826,12.060583491134484,0.0,44.18617860514982,0.0,0.0,0.0,14.933159289921887,40.8806621049283
27,0.7713269262753739,13.151275886921592,12.072433634938955,0.0,44.515524221939664,0.0,0.0,0.0,14.317241965009705,41.16723381305064
28,0.7826685530139954,13.297825736373364,12.084736177695316,0.0,44.84486983872952,0.0,0.0,0.0,13.701324640097493,41.45380552117299
29,0.7939575097203451,13.44437558582513,12.097489739202244,0.0,45.17421545551936,0.0,0.0,0.0,13.085407315185302,41.74037722929533
30,0.8051927962784554,13.590925435276901,12.110692894579653,0.0,45.5035610723092,0.0,0.0,0.0,12.469489990273116,42.026948937417686
31,0.816373437046639,13.737475284728673,12.124344175032872,0.0,45.832906689099055,0.0,0.0,0.0,11.853572665360911,42.31352064554004
32,0.8274984811695552,13.884025134180444,12.138442068634587,0.0,46.162252305888906,0.0,0.0,0.0,11.237655340448713,42.60009235366238
33,0.8385670028637363,14.03057498363221,12.152985021123627,0.0,46.49159792267874,0.0,0.0,0.0,10.621738015536524,42.88666406178473
34,0.8495781016765929,14.17712483308398,12.167971436719656,0.0,46.820943539468594,0.0,0.0,0.0,10.005820690624322,43.17323576990707
35,0.8605309027189492,14.323674682535747,12.183399678952858,0.0,47.150289156258445,0.0,0.0,0.0,9.389903365712138,43.45980747802942
36,0.8714245568712282,14.470224531987519,12.199268071507596,0.0,47.47963477304829,0.0,0.0,0.0,8.773986040799933,43.74637918615177
37,0.8822582409634268,14.61677438143929,12.215574899079195,0.0,47.80898038983815,0.0,0.0,0.0,8.158068715887733,44.03295089427412
38,0.893031157929088,14.763324230891056,12.232318408242799,0.0,48.138326006628,0.0,0.0,0.0,7.542151390975545,44.319522602396454
39,0.9037425369335074,14.90987408034283,12.249496808333413,0.0,48.46767162341786,0.0,0.0,0.0,6.926234066063329,44.60609431051881
