kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472279323109145,19.210167492464777,13.398108868289324,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.3435605214608008,19.423750798830422,11.599230396607343,16.503083412521153,28.059342062104225,0.0,47.77453545871575,4.954275090210458,0.0,2.7087639764484024
benchmark,Benchmark,0.9194007323116217,17.690016674896768,15.06474100956184,,,,,,,
