metric,unit,optimized,provided,benchmark
alpha,percent,7.465702560154186,4.4749115457415956,2.0816681711721685e-15
beta,ratio,0.5881167219218386,0.7876791283485834,0.9999999999999998
calmar_ratio,ratio,2.9803792562463083,3.3004410332829854,2.6027655680262605
excess_kurtosis,ratio,1.5973446085191703,1.7722723947870596,0.48075668800597704
historical_var_95,percent,2.986483337155013,5.310608179152626,5.537154370524429
modigliani_modigliani,percent,24.079874045099515,21.122174437819773,17.690016674896764
r_squared,ratio,0.5834344178479481,0.7843953499148336,1.0
skewness,ratio,-0.4056619525176422,-0.4872497226817033,-0.5554170211934651
treynor_ratio,ratio,0.26498597062983875,0.1951389110191311,0.13850533916276078
