date,optimized_balance,provided_balance,benchmark_balance
2017-09-30,1.0124193437043187,1.0335804177964347,1.0404881554760572
2017-10-31,1.0187738155486639,1.048800063211437,1.0441046042658266
2017-11-30,0.9939819823482705,1.0285692459167297,1.0350350240703903
2017-12-31,1.002085063857216,1.042461810039652,1.036759776935449
2018-01-31,1.056793611576202,1.1045940007591146,1.0983138613021262
2018-02-28,1.041900475625426,1.0661994304081213,1.0651385021673934
2018-03-31,1.0101481920290236,1.0366546601209365,1.0192524350739491
2018-04-30,1.0219588501024492,1.0578212757610395,1.0317071816514094
2018-05-31,1.0492377928925112,1.0910269302506128,1.0671627701141264
2018-06-30,1.0724053238897688,1.1183434130965668,1.1136397721610776
2018-07-31,1.0706252013919995,1.1280841922594531,1.1463007086684374
2018-08-31,1.0852772563925888,1.142376515104862,1.1863469924334513
2018-09-30,1.0841289592598176,1.1436656007755188,1.1900413918679453
2018-10-31,1.0658648812715308,1.0819705810586988,1.1330909079657294
2018-11-30,1.0525292786291103,1.0750837654360637,1.1331309994932666
2018-12-31,1.0248498093190124,1.0132829847995637,1.0326946675068702
2019-01-31,1.0835540035709668,1.0905293319503073,1.10808399062141
2019-02-28,1.106182888194257,1.1174032988515963,1.1502958104076872
2019-03-31,1.1345015478803888,1.152558227878664,1.1913021500652745
2019-04-30,1.1746935181553122,1.2038498538445905,1.2716056764032866
2019-05-31,1.1764343151486563,1.1561188631088162,1.216221955720303
2019-06-30,1.22503253166218,1.2078862075783894,1.2648738590411237
2019-07-31,1.2651927739759847,1.2455930176649908,1.3182228631538981
2019-08-31,1.3249138206840625,1.2551141320127088,1.3189320509327553
2019-09-30,1.3005790438682903,1.257917004100888,1.3343925560618282
2019-10-31,1.2861456809113967,1.2459316971075312,1.3248388054744336
2019-11-30,1.2988690407210357,1.2729389174989016,1.3884974649846067
2019-12-31,1.3205368799980925,1.3090271063419685,1.4037606714143487
2020-01-31,1.3925543232674995,1.3292527743017626,1.4405321122113923
2020-02-29,1.3549826672312384,1.2678006533687098,1.353521481249689
2020-03-31,1.2829640413346777,1.120945080908754,1.189736951604786
