year,TLT Local USD,EDV Local USD,ZROZ Local USD,benchmark
2021,0.007018839953389033,0.007834312400718968,0.007897112102955184,0.037841276446944905
2022,-0.31234553188368586,-0.39151848644871046,-0.41283975449291,-0.18175368123865732
2023,0.02767988986665726,0.013586269981612054,0.011909878883928915,0.2617578001576646
2024,-0.08053124100599962,-0.1277834941743471,-0.16183464603942566,0.2488648456442082
2025,0.042472484165815505,0.006531643548514099,-0.01843040760455561,0.17719055511914727
2026,-0.02362502176633474,-0.04305785455198885,-0.05341970865233148,0.13420711013444264
