roll_period_years,TLT Local USD_average_pct,TLT Local USD_high_pct,TLT Local USD_low_pct,EDV Local USD_average_pct,EDV Local USD_high_pct,EDV Local USD_low_pct,ZROZ Local USD_average_pct,ZROZ Local USD_high_pct,ZROZ Local USD_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,-5.319273908014522,15.051433187173524,-33.634556034955466,-9.121157957401868,19.54638069094592,-42.54903251171013,-11.34351554703363,20.01982769741497,-44.21302395675014,16.31152021459577,37.81192786303977,-18.17536812386573
3,-4.860991788397539,1.7377692733520966,-13.385945606750738,-8.833227224687496,-0.08239403683791835,-18.671242745535068,-11.139107508991705,-2.3165492345430194,-20.735986036661338,17.472109699051796,24.79288205377006,8.840827011595277
5,,,,,,,,,,,,
7,,,,,,,,,,,,
