portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
TLT Local USD,1,2021-12-31,2023-10-31,,-0.4203999058380018,57
EDV Local USD,1,2021-12-31,2023-10-31,,-0.5323058205312634,57
ZROZ Local USD,1,2021-12-31,2023-10-31,,-0.562325379042506,57
benchmark,1,2022-01-31,2022-09-30,2023-12-31 00:00:00,-0.23927177194402816,24
benchmark,2,2025-02-28,2025-04-30,2025-06-30 00:00:00,-0.07578974101565727,5
benchmark,3,2026-02-28,2026-03-31,2026-04-30 00:00:00,-0.057594872392396024,3
benchmark,4,2024-04-30,2024-04-30,2024-05-31 00:00:00,-0.040319571262241616,2
benchmark,5,2024-12-31,2024-12-31,2025-01-31 00:00:00,-0.0240599661651395,2
benchmark,6,2026-06-30,2026-06-30,2026-08-31 00:00:00,-0.010292566443839024,3
benchmark,7,2024-10-31,2024-10-31,2024-11-30 00:00:00,-0.0089235387660489,2
