kind,label,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
provided,Provided Portfolio,0.4954325994300712,8.77025160541092,9.952451357586115,10.0,10.0,8.0,8.5,8.5,5.0,15.0,15.0,20.0
optimized,Optimized Portfolio,1.2909997210268835,15.933005767236514,9.36756438568122,17.043765226155514,32.38563930925719,0.0,0.0,0.0,13.996504341365611,0.0,0.0,36.57409112322169
benchmark,Benchmark,0.8909055923547117,16.581395929754443,14.302203601008031,,,,,,,,,
