year,ticker,return
2021,SPY,0.05499150627836502
2022,SPY,-0.11898860535917988
2023,SPY,0.2823320023046294
2024,SPY,0.42165324962277695
2025,SPY,0.1511020779961827
2026,SPY,0.08322659727233517
2021,133690,0.07186536678278754
2022,133690,-0.3048622233653272
2023,133690,0.6142785065590315
2024,133690,0.4524040214616871
2025,133690,0.16457330588412478
2026,133690,0.10556075687395272
2021,402970,0.06692588665017096
2022,402970,0.01303147432357843
2023,402970,0.06715360296522421
2024,402970,0.275309020328941
2025,402970,0.013857737904518164
2026,402970,0.21711305996681673
2021,069500,0.02693974674938393
2022,069500,-0.24150391702526786
2023,069500,0.2485725715532603
2024,069500,-0.09358615868577436
2025,069500,0.9422217937594395
2026,069500,0.7733289212442094
2021,192090,0.022666666666666835
2022,192090,-0.22903085614950014
2023,192090,-0.1058624577226609
2024,192090,0.3029882738620604
2025,192090,0.21395393845558353
2026,192090,-0.013152650458350013
2021,200250,-0.023609653725078616
2022,200250,-0.011284255776464303
2023,200250,0.17907608695652177
2024,200250,0.19566720442498253
2025,200250,-0.004626060138781751
2026,200250,-0.17447714949651405
2021,101280,0.021673419512509007
2022,101280,-0.12042049603424376
2023,101280,0.23710012166320737
2024,101280,0.26061552701608215
2025,101280,0.2131613969069801
2026,101280,0.15448630655167195
2021,267440,0.008231545406266472
2022,267440,-0.22175401632868041
2023,267440,-0.009362662154540069
2024,267440,-0.08301070371213848
2025,267440,0.049298398112504804
2026,267440,-0.037869822485207205
2021,385560,0.053006349451171
2022,385560,-0.2946683592510314
2023,385560,0.17461278878601716
2024,385560,0.10504604051565347
2025,385560,-0.09404706352909775
2026,385560,-0.24585362982148906
2021,GLD,0.033128927441550715
2022,GLD,0.07056048968396045
2023,GLD,0.1521537976406
2024,GLD,0.42956383368170137
2025,GLD,0.6148184716811123
2026,GLD,-0.013698048789798745
