date,SPY Candidate_balance,benchmark_balance
2021-11-01,10000.0,10000.0
2021-11-30,10118.237288163731,10162.268212913921
2021-12-31,10549.91506278365,10334.465586614768
2022-01-31,9955.665624893183,9905.378564274482
2022-02-28,9787.848092057426,9920.101020049606
2022-03-31,10299.17569616263,9977.828659343608
2022-04-30,9842.284556125209,9647.706813404195
2022-05-31,9627.63569108306,9436.232124942862
2022-06-30,9160.767127345496,9192.963615335711
2022-07-31,10062.162754906574,9622.5241933446
2022-08-31,10002.676205979702,9423.026127265426
2022-09-30,9672.522597040852,9105.928225348773
2022-10-31,10396.356148692788,9041.90768943488
2022-11-30,10231.07818557774,9258.621400350368
2022-12-31,9294.595382805222,8904.745410746182
2023-01-31,9522.00205313215,9306.242911741403
2023-02-28,9937.235218282975,9365.968698873912
2023-03-31,10134.882191622222,9633.666935888845
2023-04-30,10637.420504216288,9871.897582587817
2023-05-31,10545.699181352917,9723.464109932951
2023-06-30,11240.358809947858,9739.507248793323
2023-07-31,11212.24596615592,9760.840674831152
2023-08-31,11433.186571899643,9764.383261660165
2023-09-30,11085.339539915607,9568.922838121367
2023-10-31,10842.885076358392,9348.785017824886
2023-11-30,11309.184670929848,9751.234952369909
2023-12-31,11918.757107843983,10304.38749549219
2024-01-31,12370.618926199033,10324.304887533064
2024-02-29,13082.5293021474,10461.141525006775
2024-03-31,13676.725797672314,10911.740168861068
2024-04-30,13472.041071491885,10955.017399118737
2024-05-31,14052.93007801499,11026.03816710911
2024-06-30,14668.54569821701,11349.097174387873
2024-07-31,14642.469157994867,11660.544920982851
2024-08-31,14600.75902415062,11557.568643688906
2024-09-30,14711.156600447039,11810.756005256557
2024-10-31,15280.869798450298,12055.319734847306
2024-11-30,16365.134085546535,12261.82346511077
2024-12-31,16944.33977383097,12398.652173516752
2025-01-31,16969.558895223985,12549.8446611262
2025-02-28,16849.42814413488,12703.412415782504
2025-03-31,16153.110313313418,12947.630736524838
2025-04-30,15488.600271371999,12878.21845957664
2025-05-31,15845.241798421494,12767.505741527573
2025-06-30,16393.1167997608,12940.086508769742
2025-07-31,17305.573111194313,13289.097733547522
2025-08-31,17570.563508328356,13602.093405246867
2025-09-30,18442.74788059054,14189.2817749113
2025-10-31,19163.225196993564,14767.699972709068
2025-11-30,19704.60214190999,14998.14053720222
2025-12-31,19504.664723930186,15056.643126808633
2026-01-31,19564.01134120807,15629.871364639288
2026-02-28,19443.263195519474,16491.765928637084
2026-03-31,19399.501571325436,15617.613206508551
2026-04-30,21019.369171060607,16211.990959736746
2026-05-31,22444.951767741204,16981.176671966085
2026-06-30,23006.05340867645,16766.6069879519
2026-07-31,21111.692776409873,15463.15739905879
2026-08-31,21127.971599840643,15575.13793366137
