portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
SPY Candidate,1,2022-01-31,2022-06-30,2023-04-30,16,-13.167385018468769
SPY Candidate,2,2025-02-28,2025-04-30,2025-07-31,6,-8.727148613561175
SPY Candidate,3,2026-07-31,2026-07-31,,2,-8.234183406494832
SPY Candidate,4,2023-09-30,2023-10-31,2023-12-31,4,-5.163053115848615
SPY Candidate,5,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609588
SPY Candidate,6,2024-04-30,2024-04-30,2024-05-31,2,-1.496591576145112
SPY Candidate,7,2023-05-31,2023-05-31,2023-06-30,2,-0.8622515470458003
SPY Candidate,8,2024-07-31,2024-08-31,2024-09-30,3,-0.46212266342552377
SPY Candidate,9,2023-07-31,2023-07-31,2023-08-31,2,-0.25010628457037276
benchmark,1,2022-01-31,2022-12-31,2024-02-29,26,-13.834485817247899
benchmark,2,2026-06-30,2026-07-31,,3,-8.939423352289621
benchmark,3,2026-03-31,2026-03-31,2026-05-31,3,-5.300540438853862
benchmark,4,2025-04-30,2025-05-31,2025-07-31,4,-1.391181125432761
benchmark,5,2024-08-31,2024-08-31,2024-09-30,2,-0.8831171955664074
