portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
SPY Candidate,up,0.02848792549672126,0.022278455588183275,0.0062094699085379875,41,21,20,41,51.21951219512195,0.030187909462514668,-0.018967891623137532,3.0187909462514666,-1.8967891623137532,0.6209469908537988
SPY Candidate,down,-0.021651826448168432,-0.02624537247429052,0.00459354602612209,17,10,7,17,58.82352941176471,0.02309831343862495,-0.02184183599173914,2.309831343862495,-2.184183599173914,0.459354602612209
