point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_SPY_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
21,0.903066119975421,11.428206400057404,8.403286839775651,0.0,22.114687848730266,0.0,11.924451397750579,22.967017828598614,12.632166824032481,2.6689831948847416,0.0,27.69269290600333
22,0.9215129090710317,11.60225868850769,8.423947026105779,0.0,22.69545655835945,0.0,11.900111844579534,22.630261928391345,12.876557950348873,2.0389294617418527,0.0,27.858682256578955
23,0.9397374660242678,11.77631097695798,8.445793112746161,0.0,23.276225267988632,0.0,11.87577229140849,22.293506028184066,13.120949076665278,1.408875728598954,0.0,28.024671607154573
24,0.957734892482816,11.950363265408265,8.468815922286245,0.0,23.856993977617826,0.0,11.851432738237449,21.956750127976804,13.365340202981649,0.7788219954560754,0.0,28.190660957730202
25,0.9755006539806418,12.124415553858556,8.493005885162919,0.0,24.43776268724701,0.0,11.827093185066403,21.619994227769524,13.609731329298052,0.1487682623131944,0.0,28.35665030830582
26,0.9929848300234498,12.298467842308845,8.51874553157916,0.0,25.165091523948153,0.0,11.533065545940708,20.79031864593083,13.92439702932719,0.0,0.0,28.58712725485312
27,1.0100742881736458,12.472520130759133,8.546933105037423,0.0,25.93772298611877,0.0,11.155675681388026,19.808278596555155,14.260785026931602,0.0,0.0,28.837537709006444
28,1.0267567193589877,12.64657241920942,8.577581713891355,0.0,26.710354448289404,0.0,10.778285816835332,18.826238547179443,14.597173024536037,0.0,0.0,29.087948163159783
29,1.0430253489975119,12.820624707659709,8.610665078917888,0.0,27.482985910460012,0.0,10.400895952282648,17.844198497803745,14.933561022140484,0.0,0.0,29.33835861731311
30,1.0588746062663323,12.994676996109996,8.646155251348578,0.0,28.25561737263064,0.0,10.023506087729963,16.862158448428058,15.269949019744894,0.0,0.0,29.588769071466448
31,1.074300105377205,13.168729284560285,8.684022722555667,0.0,29.028248834801268,0.0,9.646116223177275,15.880118399052359,15.606337017349322,0.0,0.0,29.83917952561978
32,1.0892986193639604,13.342781573010571,8.724236536661397,0.0,29.800880296971865,0.0,9.268726358624589,14.898078349676666,15.942725014953762,0.0,0.0,30.089589979773105
33,1.1038680470456754,13.516833861460858,8.766764405166033,0.0,30.57351175914248,0.0,8.891336494071908,13.91603830030099,16.279113012558184,0.0,0.0,30.34000043392644
34,1.118007373881219,13.690886149911147,8.811572822718345,0.0,31.3461432213131,0.0,8.513946629519218,12.933998250925278,16.615501010162635,0.0,0.0,30.590410888079766
35,1.1317166274661752,13.864938438361435,8.858627183190684,0.0,32.11877468348372,0.0,8.136556764966532,11.951958201549585,16.95188900776706,0.0,0.0,30.840821342233106
36,1.1449968284426024,14.038990726811724,8.90789189526766,0.0,32.89140614565434,0.0,7.759166900413844,10.969918152173891,17.288277005371498,0.0,0.0,31.09123179638643
37,1.1578499375966693,14.213043015262011,8.959330496811663,0.0,33.66403760782495,0.0,7.381777035861157,9.987878102798199,17.624665002975924,0.0,0.0,31.34164225053977
38,1.1702787999100948,14.3870953037123,9.012905767328192,0.0,34.43666906999558,0.0,7.00438717130847,9.00583805342249,17.96105300058036,0.0,0.0,31.592052704693096
39,1.182287086310044,14.561147592162586,9.068579837917842,0.0,35.209300532166175,0.0,6.6269973067557855,8.023798004046807,18.2974409981848,0.0,0.0,31.842463158846428
40,1.1938792338303192,14.735199880612873,9.126314298168573,0.0,35.98193199433679,0.0,6.249607442203102,7.04175795467111,18.63382899578924,0.0,0.0,32.09287361299975
41,1.205060384856099,14.909252169063162,9.18607029950981,0.0,36.75456345650743,0.0,5.872217577650409,6.059717905295413,18.97021699339365,0.0,0.0,32.34328406715309
42,1.2158363260768645,15.08330445751345,9.247808654618147,0.0,37.52719491867803,0.0,5.494827713097732,5.077677855919731,19.30660499099809,0.0,0.0,32.593694521306425
43,1.226213427719263,15.257356745963738,9.311489932531654,0.0,38.29982638084866,0.0,5.117437848545044,4.09563780654403,19.64299298860251,0.0,0.0,32.844104975459764
44,1.2361985835751401,15.431409034414026,9.377074549194987,0.0,39.07245784301928,0.0,4.740047983992358,3.1135977571683426,19.979380986206934,0.0,0.0,33.0945154296131
45,1.245799152281373,15.605461322864315,9.444522853220077,0.0,39.845089305189894,0.0,4.362658119439665,2.1315577077926253,20.315768983811388,0.0,0.0,33.34492588376642
46,1.2550229002488362,15.779513611314599,9.513795206706215,0.0,40.61772076736052,0.0,3.9852682548869813,1.1495176584169413,20.65215698141581,0.0,0.0,33.595336337919754
47,1.263877946579071,15.953565899764888,9.584852061018468,0.0,41.39035222953113,0.0,3.607878390334289,0.16747760904123313,20.988544979020247,0.0,0.0,33.845746792073086
48,1.272119531727608,16.12761818821518,9.659576103596594,0.0,42.46206617620722,0.0,2.492692866553614,0.0,20.59979978637589,0.0,0.0,34.44544117086327
49,1.2792966277406295,16.30167047666547,9.741437167746074,0.0,43.595272792973155,0.0,1.2258133204979051,0.0,20.061964030595046,0.0,0.0,35.11694985593389
50,1.2854279971527816,16.47572276511576,9.830375590452594,0.0,44.89520194073642,0.0,0.0,0.0,19.252283999591597,0.0,0.0,35.85251405967199
51,1.285529773184029,16.649775053566046,9.964990747134966,0.0,51.17174378050448,0.0,0.0,0.0,10.328141800643827,0.0,0.0,38.50011441885169
52,1.280088866406264,16.823827342016333,10.143314987066516,0.0,52.01774508742161,1.0466923386268814,0.0,0.0,8.109055785047268,0.0,0.0,38.82650678890423
53,1.2738339400379313,16.997879630466617,10.329758423185135,0.0,52.849797518194244,2.0960732092156253,0.0,0.0,5.907192364085252,0.0,0.0,39.14693690850488
54,1.2668747026010172,17.171931918916904,10.523889326168877,0.0,53.68184994896683,3.1454540798043995,0.0,0.0,3.705328943123238,0.0,0.0,39.46736702810553
55,1.2593133716060871,17.345984207367195,10.725290267918583,0.0,54.51390237973948,4.194834950393173,0.0,0.0,1.5034655221611593,0.0,0.0,39.787797147706186
56,1.2512068504675693,17.520036495817482,10.933886536893915,0.0,54.717896238658625,5.34947158367707,0.0,0.0,0.0,0.0,0.0,39.93263217766431
57,1.2421375624191686,17.69408878426777,11.153841929282017,0.0,53.56984649850517,6.730695969433626,0.0,0.0,0.0,0.0,0.0,39.69945753206121
58,1.2321238530909349,17.868141072718057,11.385753371225423,0.6107062335742817,51.84762442565889,7.9876458542282744,0.0,0.0,0.0,0.0,0.0,39.554023486538554
59,1.2214221689939178,18.042193361168344,11.628011152152572,1.679599963584473,49.69462472328107,9.151357747765966,0.0,0.0,0.0,0.0,0.0,39.47441756536848
60,1.2101780250688543,18.216245649618635,11.879874359956228,2.748493693594539,47.54162502090336,10.31506964130369,0.0,0.0,0.0,0.0,0.0,39.394811644198406
61,1.1985108764614627,18.390297938068922,12.140745207426663,3.8173874236046608,45.38862531852558,11.478781534841414,0.0,0.0,0.0,0.0,0.0,39.31520572302834
62,1.1865271091727194,18.564350226519206,12.410055660814285,4.886281153614867,43.235625616147765,12.642493428379078,0.0,0.0,0.0,0.0,0.0,39.23559980185829
63,1.1743205402366013,18.7384025149695,12.687268293328998,5.955174883625007,41.08262591376999,13.806205321916798,0.0,0.0,0.0,0.0,0.0,39.15599388068821
64,1.1619731382236085,18.912454803419788,12.97187649952238,7.024068613635127,38.92962621139223,14.969917215454503,0.0,0.0,0.0,0.0,0.0,39.076387959518144
65,1.1495558833364052,19.086507091870068,13.263404201801213,8.092962343645258,36.77662650901446,16.1336291089922,0.0,0.0,0.0,0.0,0.0,38.99678203834809
66,1.1371297025628724,19.260559380320363,13.561405165077936,9.161856073655414,34.62362680663665,17.297341002529933,0.0,0.0,0.0,0.0,0.0,38.917176117178
67,1.124746430252865,19.43461166877065,13.865462019420564,10.23074980366559,32.47062710425882,18.46105289606765,0.0,0.0,0.0,0.0,0.0,38.83757019600793
68,1.1124497574807626,19.608663957220937,14.17518507470477,11.299643533675672,30.317627401881133,19.62476478960534,0.0,0.0,0.0,0.0,0.0,38.75796427483786
69,1.1002761444225857,19.78271624567122,14.490210996456158,12.368537263685894,28.164627699503253,20.788476683143035,0.0,0.0,0.0,0.0,0.0,38.67835835366781
70,1.0882556787430948,19.95676853412151,14.810201398733652,13.437430993696006,26.011627997125508,21.952188576680747,0.0,0.0,0.0,0.0,0.0,38.59875243249773
71,1.076412869833393,20.130820822571803,15.134841398238466,14.506324723706188,23.85862829474768,23.115900470218453,0.0,0.0,0.0,0.0,0.0,38.519146511327676
72,1.0647673739161594,20.304873111022086,15.463838163863478,15.575218453716294,21.705628592369948,24.279612363756154,0.0,0.0,0.0,0.0,0.0,38.439540590157605
73,1.0533346488199222,20.47892539947238,15.796919487546798,16.6441121837265,19.552628889992107,25.443324257293852,0.0,0.0,0.0,0.0,0.0,38.359934668987556
74,1.0421265398837527,20.652977687922665,16.133832395418594,17.713005913736623,17.399629187614302,26.607036150831597,0.0,0.0,0.0,0.0,0.0,38.28032874781748
75,1.0311518002312965,20.827029976372952,16.474341812662118,18.781899643746698,15.246629485236667,27.770748044369242,0.0,0.0,0.0,0.0,0.0,38.20072282664741
76,1.0204165497563231,21.00108226482324,16.818229291068207,19.850793373756943,13.09362978285872,28.934459937906983,0.0,0.0,0.0,0.0,0.0,38.12111690547734
77,1.0099246777635569,21.175134553273523,17.165291804773037,20.919687103766975,10.94063008048108,30.09817183144467,0.0,0.0,0.0,0.0,0.0,38.04151098430727
78,0.999678194447133,21.34918684172381,17.515340616974022,21.98858083377713,8.787630378103312,31.26188372498237,0.0,0.0,0.0,0.0,0.0,37.961905063137195
79,0.9896775363739464,21.5232391301741,17.868200218370582,23.057474563787412,6.634630675725344,32.42559561852008,0.0,0.0,0.0,0.0,0.0,37.88229914196716
80,0.9799218309537169,21.69729141862439,18.223707336557084,24.126368293797498,4.4816309733476265,33.58930751205779,0.0,0.0,0.0,0.0,0.0,37.80269322079708
81,0.9704091245848265,21.871343707074676,18.58171001449375,25.195262023807675,2.3286312709698285,34.75301940559547,0.0,0.0,0.0,0.0,0.0,37.723087299627025
82,0.9611365788108232,22.045395995524967,18.94206675541341,26.264155753817725,0.17563156859213236,35.91673129913321,0.0,0.0,0.0,0.0,0.0,37.643481378456926
83,0.9520435940894892,22.219448283975254,19.305802422768995,25.5954437813189,0.0,37.454781838316464,0.0,0.0,0.0,0.0,0.0,36.94977438036463
84,0.943059709687826,22.39350057242554,19.674276849285235,24.772396149257304,0.0,39.02608146369466,0.0,0.0,0.0,0.0,0.0,36.201522387048044
85,0.9341970473158392,22.567552860875832,20.04723752452992,23.94934851719568,0.0,40.59738108907285,0.0,0.0,0.0,0.0,0.0,35.45327039373147
86,0.925465942096389,22.741605149326123,20.424438686406834,23.126300885134054,0.0,42.168680714451064,0.0,0.0,0.0,0.0,0.0,34.705018400414886
87,0.916874740987036,22.915657437776407,20.805649699346926,22.303253253072462,0.0,43.739980339829216,0.0,0.0,0.0,0.0,0.0,33.95676640709833
88,0.9084300477105254,23.089709726226697,21.19065415782038,21.48020562101082,0.0,45.31127996520743,0.0,0.0,0.0,0.0,0.0,33.20851441378176
89,0.9001369434489634,23.263762014676985,21.579249021410288,20.657157988949177,0.0,46.88257959058562,0.0,0.0,0.0,0.0,0.0,32.4602624204652
90,0.8919991847405825,23.437814303127272,21.971243785616583,19.834110356887596,0.0,48.45387921596379,0.0,0.0,0.0,0.0,0.0,31.712010427148613
91,0.8840193801807651,23.61186659157756,22.366459691091606,19.01106272482598,0.0,50.02517884134197,0.0,0.0,0.0,0.0,0.0,30.963758433832055
92,0.8761991476027361,23.78591888002785,22.764728972837084,18.188015092764353,0.0,51.59647846672017,0.0,0.0,0.0,0.0,0.0,30.215506440515487
93,0.8685392534216343,23.959971168478138,23.165894149967585,17.36496746070274,0.0,53.167778092098374,0.0,0.0,0.0,0.0,0.0,29.467254447198897
94,0.8610397357873893,24.134023456928425,23.569807355927793,16.54191982864113,0.0,54.73907771747653,0.0,0.0,0.0,0.0,0.0,28.719002453882343
95,0.853700013121634,24.30807574537871,23.976329708503457,15.71887219657951,0.0,56.310377342854714,0.0,0.0,0.0,0.0,0.0,27.970750460565785
96,0.8465189795231485,24.482128033829,24.385330718558127,14.89582456451792,0.0,57.881676968232874,0.0,0.0,0.0,0.0,0.0,27.222498467249206
97,0.8394950884236306,24.656180322279283,24.796687736133553,14.072776932456286,0.0,59.45297659361108,0.0,0.0,0.0,0.0,0.0,26.474246473932634
98,0.8303916146590411,24.83023261072957,25.278133210350017,20.229952223723828,0.0,60.0,0.0,0.0,0.0,0.0,0.0,19.770047776276172
99,0.8124163244193122,25.00428489917986,26.05167018977254,30.114974798843306,0.0,60.0,0.0,0.0,0.0,0.0,0.0,9.885025201156694
100,0.7871119543651707,25.178336733995955,27.110316209827722,39.99999737396283,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
