portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2026-06-30,2026-07-31,,-0.11116981396207326,3
optimized,2,2022-11-30,2022-12-31,2023-02-28,-0.05918181855012283,4
optimized,3,2022-04-30,2022-06-30,2022-10-31,-0.05585211929009137,7
optimized,4,2026-03-31,2026-03-31,2026-05-31,-0.03759097320840299,3
optimized,5,2023-09-30,2023-09-30,2023-11-30,-0.03084007079051998,3
optimized,6,2022-01-31,2022-01-31,2022-03-31,-0.01845555467745097,3
optimized,7,2023-05-31,2023-05-31,2023-08-31,-0.018425382432342707,4
optimized,8,2025-04-30,2025-05-31,2025-07-31,-0.018128090377662165,4
optimized,9,2024-08-31,2024-08-31,2024-09-30,-0.004159594940354783,2
optimized,10,2025-12-31,2025-12-31,2026-01-31,-0.003942939389419364,2
provided,1,2022-01-31,2022-12-31,2024-02-29,-0.165831039853796,26
provided,2,2026-07-31,2026-07-31,,-0.12596248663653953,2
provided,3,2025-04-30,2025-05-31,2025-07-31,-0.03749059943325139,4
provided,4,2026-03-31,2026-03-31,2026-04-30,-0.03394661171992319,2
provided,5,2024-08-31,2024-08-31,2024-09-30,-0.01093822142073253,2
provided,6,2025-12-31,2025-12-31,2026-01-31,-0.008776141973551699,2
provided,7,2024-04-30,2024-04-30,2024-05-31,-0.004234938785350417,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403064084381144,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727148613561175,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494822,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163031153448949,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609477,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966095302137106,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622061467425723,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004621116303332395,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.002500991563952226,2
