portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
optimized,1,2022-04-30,2022-09-30,2023-06-30,-0.1724669894083829,15
optimized,2,2026-03-31,2026-07-31,,-0.10558400904525311,6
optimized,3,2023-08-31,2023-09-30,2023-11-30,-0.06129466590565946,4
optimized,4,2022-01-31,2022-01-31,2022-03-31,-0.03583024620535058,3
optimized,5,2024-12-31,2024-12-31,2025-01-31,-0.014238489811998378,2
optimized,6,2024-01-31,2024-01-31,2024-02-29,-0.001862233006416525,2
provided,1,2022-01-31,2022-10-31,2024-09-30,-0.26115065529023573,33
provided,2,2026-03-31,2026-03-31,2026-05-31,-0.07957835987625694,3
provided,3,2026-06-30,2026-07-31,,-0.06790561063802081,3
provided,4,2024-10-31,2024-12-31,2025-04-30,-0.05266604267212771,7
benchmark,1,2022-01-31,2022-09-30,2023-12-31,-0.23927170365660033,24
benchmark,2,2025-02-28,2025-04-30,2025-06-30,-0.07578984416954615,5
benchmark,3,2026-02-28,2026-03-31,2026-04-30,-0.0575948723923958,3
benchmark,4,2024-04-30,2024-04-30,2024-05-31,-0.04031945384393476,2
benchmark,5,2024-12-31,2024-12-31,2025-01-31,-0.02406006705359487,2
benchmark,6,2026-06-30,2026-06-30,2026-08-31,-0.010292566443839024,3
benchmark,7,2024-10-31,2024-10-31,2024-11-30,-0.008923646360100457,2
