date,optimized_annualized_return_pct,provided_annualized_return_pct
2014-11-30,15.991803968267781,10.659409590450108
2014-12-31,16.387496887622554,11.226900268647299
2015-01-31,13.380637608700429,8.356985842058396
2015-02-28,13.47505738203909,8.465558908722937
2015-03-31,11.475894443671208,8.0204510567639
2015-04-30,12.242679517732702,9.033304274418509
2015-05-31,15.441241042521447,11.168871433291994
2015-06-30,13.288289970007527,9.0575143323681
2015-07-31,13.560611251261978,8.176916036583638
2015-08-31,10.220809741479497,5.518798552408843
2015-09-30,8.633260712444525,4.178389654707915
2015-10-31,13.159822993979642,7.486147627135886
2015-11-30,12.564358883372261,6.2676361780315215
2015-12-31,12.178969740286561,5.54820956416886
2016-01-31,9.627118300694871,3.587914728493624
2016-02-29,10.210430668523607,4.075439240058776
2016-03-31,11.09617409109327,5.92257314328819
2016-04-30,10.732240684011817,5.822107055778303
2016-05-31,10.805141029931775,5.737373623457187
2016-06-30,12.434787593954312,8.090157432771083
2016-07-31,12.055026792012136,8.077779116061045
2016-08-31,12.10292559017201,7.899989369657079
2016-09-30,11.633387267753093,7.457570401811808
2016-10-31,9.556825549063564,5.525863271437714
2016-11-30,8.884359053139468,5.206113665499701
2016-12-31,8.624576913035508,4.739036046047551
2017-01-31,10.633749315222229,7.4410219249068765
2017-02-28,10.226149151841192,7.1396573313629474
2017-03-31,11.212935131131774,8.045380701038397
2017-04-30,11.892092751035555,8.482795448960534
2017-05-31,11.879303037731038,8.501843786024587
2017-06-30,10.140609266594836,7.605611971615844
2017-07-31,11.457954041246431,8.570209088460201
2017-08-31,10.771986972511339,8.392527791140525
2017-09-30,11.452708465196682,9.48836155930799
2017-10-31,11.967083567773184,10.214935944601766
2017-11-30,11.591663000513552,10.213042281827732
2017-12-31,12.348931674129338,11.077924047191544
2018-01-31,14.95794069968419,13.140070196960373
2018-02-28,12.536932143867308,10.542301279576405
2018-03-31,12.264529598533436,10.16400189243194
2018-04-30,11.893246818574244,9.031362997365665
2018-05-31,12.530387090403083,10.059163580736818
2018-06-30,13.38360229626292,10.699613779047667
2018-07-31,13.527494809182627,11.305790304877728
2018-08-31,16.66638348509668,13.683443001113616
2018-09-30,17.520446848941805,14.183857953855084
2018-10-31,11.907741289860052,8.87810890888796
2018-11-30,12.413247765496639,10.401714841524768
2018-12-31,10.577343101555115,9.048547282197328
2019-01-31,14.851922992515853,13.231464497291356
2019-02-28,15.294623446691368,13.65255250919839
2019-03-31,14.134994048689986,12.135039017001947
2019-04-30,15.803864236631672,13.11046765352273
2019-05-31,12.934574688021883,10.8166033314399
2019-06-30,15.43360418428097,12.418119686224216
2019-07-31,14.157747500511153,10.791204754739914
2019-08-31,14.172905425630589,10.717259104119181
2019-09-30,13.871908311874371,10.281134214236399
2019-10-31,15.840989142330342,12.264462566090728
2019-11-30,16.896831922628873,12.76501176380689
2019-12-31,17.926821507136292,14.350373067548894
2020-01-31,17.24480726283064,12.410246259610759
2020-02-29,13.502216857053151,10.252128861297628
2020-03-31,10.192603641941766,6.970211877236032
2020-04-30,13.961618539055864,9.963305906937169
2020-05-31,15.031096267608191,10.309721039931219
2020-06-30,17.156502162379674,12.139712577853444
2020-07-31,18.808496104539408,13.311146348230718
2020-08-31,20.981213849264947,14.562390421377703
2020-09-30,19.052995637968586,13.645062572751732
2020-10-31,16.970688972139047,11.887780155244588
2020-11-30,19.22407104006161,14.440208249203312
2020-12-31,20.71719008121957,15.39674051659119
2021-01-31,17.805793392941325,13.602693112512632
2021-02-28,18.530419602491754,15.192975516384744
2021-03-31,20.470938519667992,15.811714694648948
2021-04-30,22.457653324934014,17.65015505897174
2021-05-31,21.52537293584289,17.291524287448578
2021-06-30,22.499041468408578,18.39997475258688
2021-07-31,22.707904903938392,18.395032195043505
2021-08-31,22.523740533276793,18.439574522524403
2021-09-30,20.517989851663977,16.345332701412964
2021-10-31,25.636594149483738,21.195932373139126
2021-11-30,25.68028319212059,20.082822866169913
2021-12-31,29.49995403767607,22.84846575195467
2022-01-31,23.66307800044767,17.807471663024877
2022-02-28,21.85520318151253,16.367806581901622
2022-03-31,22.455127030456843,16.07140002396377
2022-04-30,16.75421355644935,11.64971388870013
2022-05-31,18.567664231902615,13.743688001478915
2022-06-30,12.852777718898167,8.868516391309832
2022-07-31,15.401009185840797,10.549392187993956
2022-08-31,13.686391716718926,9.189408275384437
2022-09-30,10.125312949961263,5.308171940543249
2022-10-31,10.429437559683574,4.712059444344985
2022-11-30,11.679513199690717,7.616589323966982
2022-12-31,8.22777618270758,4.757739091455693
2023-01-31,10.310755440194352,8.030171593223878
2023-02-28,11.720586505494968,7.685576090684032
2023-03-31,17.46143707735075,12.651161242331344
2023-04-30,13.174209907524537,8.945979363891322
2023-05-31,12.655599136701401,7.879946749948941
2023-06-30,12.85833317567715,7.4649566708107296
2023-07-31,11.388718586930956,6.580984254417643
2023-08-31,8.158340629048698,3.389724921796322
2023-09-30,8.130333016125979,2.642498915112146
2023-10-31,8.885525382495407,2.382943686874861
2023-11-30,9.129051256288312,2.381820595646822
2023-12-31,8.971459126503323,2.2602653510789494
2024-01-31,9.674980759900166,1.659941455031655
2024-02-29,11.381101098068203,2.6807530145644742
2024-03-31,11.818014643512287,3.6909873566113305
2024-04-30,8.845213274321972,1.6816148150627486
2024-05-31,10.238944194787369,2.503004382633689
2024-06-30,10.884798831759479,2.945005646682164
2024-07-31,10.113379834544611,2.8120677967857555
2024-08-31,9.628651734013726,2.777784729083388
2024-09-30,12.555429001045448,6.147213092728232
2024-10-31,10.280475399897004,3.7893365290136094
2024-11-30,11.490550099785102,4.4644536840276805
2024-12-31,10.23366730205888,3.0156159842899433
2025-01-31,13.852054769037881,6.093736138244332
2025-02-28,14.089538621771492,7.245482681243165
2025-03-31,11.257580453351522,6.365443153190298
2025-04-30,15.756808153610491,9.557362562144721
2025-05-31,18.76011783547917,11.606012176394852
2025-06-30,23.764800621157043,16.586241218502384
2025-07-31,21.102226406824776,14.924513738907175
2025-08-31,23.76405100177479,17.206809287265322
2025-09-30,30.079822923718268,23.777456180430214
2025-10-31,29.90527253464421,25.13795194118542
