kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.19210169234724944,0.13398110287703294,1.1472279408097859,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.1928734382170742,0.11499993539945276,1.3432930209420137,0.1580521904897306,0.27048308778201924,0.0,0.4761633049261209,0.042722609430440726,0.0,0.052578067797520944
benchmark,Benchmark,0.1769001398701815,0.15064733392790608,0.9194010187412798,,,,,,,
