asset,optimized,provided
QQQ,0.19031301381157598,0.22717335454709528
SPMO,0.3286812197392046,0.22255805631556866
AIA,0.0,0.13662843552920848
GLD,0.3966366138665751,0.049022328465368074
XLE,0.04240047479948465,0.22687640925109664
144600,0.0,0.04997356194144389
SCHD,0.041968677783159686,0.08776785395021912
