date,asset_133690_return_pct,asset_402970_return_pct,asset_EWY_return_pct,asset_168580_return_pct,asset_200250_return_pct,asset_101280_return_pct,asset_TLT_return_pct,asset_385560_return_pct,asset_132030_return_pct,optimized_return_pct,provided_return_pct,benchmark_return_pct
2021-11-30,6.091326031929034,0.7658772239896416,-2.822911006255735,-0.0640553438170599,-4.249737670514165,0.3087015242137836,4.828901901103544,6.953548751960104,-0.24824162184525767,1.2386408486137102,1.8263693886744394,1.1823513687942766
2021-12-31,1.032328171692476,5.881665107577172,4.761382898614697,2.3363138159792296,1.972602739726037,1.8529204334166938,-2.78619732653016,-1.545450175455465,0.16590626296142386,2.400785233764967,0.9146480160163639,4.550103010807804
2022-01-31,-12.817844909220566,-2.9044726670347853,-8.150537301756543,-5.236126769384941,0.9134873723804393,-3.7895001888455293,-1.6071617003864391,-5.858945877987454,-0.1242236024844745,-3.701106647179168,-3.925934957206697,-3.8555048661155555
2022-02-28,-2.4365386936290645,-0.9895359417652405,2.063493329977284,-1.1004626569729004,-2.4760383386581486,-1.0403035854488318,-2.6188937893400155,-2.3027254103674455,6.227197346600333,1.3961892199455939,-0.026349171678381193,-3.7649066119564423
2022-03-31,10.111880807081208,5.57151062607697,-0.24063874730226864,-6.3888796070438065,2.8938028938028992,-1.130578512396696,-4.109279562750634,-4.520238885202388,0.9679181953009097,3.7235803723232666,0.09463346915355345,5.2241139893479005
2022-04-30,-8.333229313594547,0.47878128400435926,-1.992186245601657,-6.232375513117971,-0.18572565667285268,-2.58124916410325,-5.113949971646736,-9.107083287001005,-0.7653652879783479,-1.9064497094142252,-3.905648806637365,-4.436213178221915
2022-05-31,-6.394596729169222,0.10829542993284758,-0.350791472236589,0.11420305302829448,-4.837852206273263,-0.7413509060955503,-4.600355046882676,1.2371543919745598,-3.529136802742283,-2.44932080820709,-2.3055786298178385,-2.180876874155957
2022-06-30,-4.874819976433276,-4.857204673301596,-11.310648542237622,15.430244495988443,-4.469273743016755,-4.661134163208846,2.380299149049958,-8.901678222383346,-2.091577162238556,-3.8212608407288817,-2.575950835958065,-4.849263359742906
2022-07-31,11.934546566753323,3.8885730528709583,4.656883909737175,-7.184504397667757,8.888888888888879,7.079646017699126,3.022841289143452,12.275320023877434,-2.9940613658858473,3.1892875707997086,4.149629581156118,9.839749729876468
2022-08-31,-0.5232669344481744,2.177957754186277,-0.8812154364434277,-1.735519591141399,4.779806659505903,0.04741904890936954,-1.081273301642982,-12.470647309890559,-2.746365105008075,-0.38165991207746364,-2.2259539124168586,-0.5911908167756219
2022-09-30,-3.649173888560797,-1.0711225364181676,-12.861679033336104,-2.6113338389858076,-0.5125576627370565,-5.010494955650346,-2.2250859520242305,-6.74911839640947,-3.4359153698198974,-2.926795473731242,-4.05033321682278,-3.30065356917969
2022-10-31,2.098241012629365,9.040710264183627,8.744403110517629,-10.918261385551109,4.430705821741365,3.770760567396114,-6.524587888796773,-5.482475980241375,-1.7564508827523806,3.170879809350572,-0.7018065749375113,7.483391756889213
2022-11-30,-7.222237734900738,-2.7107536490914463,9.224365719259398,3.2556203164030073,-1.3320177602368033,2.651463113064989,-0.1056819038472101,10.226467829316377,6.50631278223206,0.6419007724966498,2.860109937335697,-1.5897286328029225
2022-12-31,-10.523226942350227,-6.378852827107573,-8.409730795043856,-0.8265462462704654,-7.9999999999999964,-6.497591006423987,-5.317603608724609,0.35776932562219255,2.7602318940901593,-3.759292242066681,-3.6300511854508075,-10.392331302875169
2023-01-31,7.822065253952237,-1.875068134743263,7.364378064800059,8.350611863235358,-3.423913043478266,5.875617261862165,2.8693478010293427,9.668599117418019,5.523745368811039,3.5685623245417872,4.881841331406676,3.8631730402627573
2023-02-28,9.15443527631763,5.977113654038435,-1.330330862267548,0.731679861918888,1.7445132245357264,2.4874949303771876,1.859754149242887,-6.143091586189486,-5.593680178742422,1.798311575583835,-0.019657068368770195,4.360784246944016
2023-03-31,5.580165761646194,-4.486843484642,2.915139630172381,-1.0914102659614122,-1.880530973451322,1.3058963197467355,3.101772347681364,6.467828981657386,8.874989434536396,2.926703962388947,3.3656612950595557,1.9889530620277318
2023-04-30,4.266089192664269,2.195148721325868,2.3800116946040895,0.5347794976085618,6.736189402480264,5.201822916666665,3.6576582713153005,-0.7058712061396633,-0.0776337240897429,2.137694714896927,2.1418895442666215,4.958485592666562
2023-05-31,7.891013409141068,-3.5227150681989006,2.1142408536023227,-8.466004869825806,1.24108793240032,0.4270066216968793,-4.293310738212708,-5.456511712972533,-1.623805454121674,-0.3300540825718797,-1.7740329647160409,-0.8622364252217185
2023-06-30,4.148419076952692,3.2394522987865937,1.057305547229892,-0.5197462656026164,2.8951486697965656,3.3768794675868907,0.3179455920804708,-1.98661014668281,-3.301216237561211,1.021419391536587,0.283581828385557,6.587121044478983
2023-07-31,1.5179520354881904,1.261591546258356,2.9736248411597943,3.258186605232849,0.0,-1.2756318550310008,-5.869229180531477,0.7688743199409709,2.311336164652067,1.3340969959561333,0.426222618002518,-0.25010605863751145
