portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,2.659067829010086,4.0847036970762955,-1.4256358680662098,35,12,23,35,34.285714285714285,1.8206939907783968,-3.1193731857242653,-1.4256358680662098
optimized,down,-0.6981672234946336,-2.731356766017015,2.0331895425223823,23,21,2,23,91.30434782608695,2.4232758652838795,-2.062716846473342,2.0331895425223823
provided,up,2.069398438077775,4.0847036970762955,-2.0153052589985205,35,11,24,35,31.428571428571427,1.3484002866673224,-3.5570036340953655,-2.0153052589985205
provided,down,-1.313780326525566,-2.731356766017015,1.4175764394914494,23,15,8,23,65.21739130434783,2.8076571995087254,-1.188824985540944,1.4175764394914494
