point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_EWY_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
53,1.2498912673905092,17.0635095513751,10.580141759341346,24.638722371509967,27.736411813525336,4.644483974757012,0.0,0.0,2.834509878530345,0.0,0.0,40.14587196167735
54,1.241177437152181,17.230303389984257,10.788804429194371,25.324000887744752,27.399014015999416,5.535572981295612,0.0,0.0,1.2742071281056155,0.0,0.0,40.4672049868546
55,1.2321393617847476,17.397097228593424,11.003312523296552,25.951159123304386,26.88009186727355,6.433501630127518,0.0,0.0,0.0,0.0,0.0,40.735247379294556
56,1.2226794253850988,17.56389106720258,11.224862399446375,26.31946238120493,25.55270008748921,7.361892545013054,0.0,0.0,0.0,0.0,0.0,40.7659449862928
57,1.2128012670065325,17.730684905811742,11.453815662212884,26.687765639105464,24.22530830770492,8.290283459898568,0.0,0.0,0.0,0.0,0.0,40.79664259329105
58,1.2025929759393996,17.89747874442091,11.689737315170069,27.056068897006025,22.897916527920568,9.218674374784106,0.0,0.0,0.0,0.0,0.0,40.827340200289306
59,1.1921333112320909,18.06427258303006,11.932214032093274,27.42437215490659,21.57052474813626,10.14706528966959,0.0,0.0,0.0,0.0,0.0,40.85803780728755
60,1.1814921385504733,18.23106642163923,12.180854356487734,27.792675412807142,20.243132968351883,11.075456204555152,0.0,0.0,0.0,0.0,0.0,40.88873541428582
61,1.1707309737246825,18.39786026024839,12.435288574718578,28.160978670707674,18.91574118856763,12.00384711944065,0.0,0.0,0.0,0.0,0.0,40.91943302128405
62,1.1599035913644067,18.564654098857552,12.695168331115772,28.529281928608246,17.588349408783273,12.932238034326177,0.0,0.0,0.0,0.0,0.0,40.9501306282823
63,1.149056665423358,18.73144793746671,12.960166044865362,28.8975851865088,16.260957628998966,13.86062894921167,0.0,0.0,0.0,0.0,0.0,40.98082823528056
64,1.1382304162232026,18.89824177607587,13.229974179939868,29.265888444409356,14.933565849214625,14.789019864097202,0.0,0.0,0.0,0.0,0.0,41.011525842278814
65,1.12745924502935,19.065035614685033,13.504304411170088,29.63419170230989,13.606174069430338,15.717410778982712,0.0,0.0,0.0,0.0,0.0,41.04222344927706
66,1.116772342764952,19.231829453294196,13.782886722073084,30.002494960210463,12.278782289645967,16.645801693868247,0.0,0.0,0.0,0.0,0.0,41.07292105627533
67,1.1061942639035098,19.398623291903352,14.065468463358297,30.370798218110984,10.951390509861705,17.57419260875375,0.0,0.0,0.0,0.0,0.0,41.10361866327356
68,1.0957454600940537,19.565417130512518,14.351813395185767,30.739101476011577,9.623998730077327,18.50258352363928,0.0,0.0,0.0,0.0,0.0,41.13431627027182
69,1.0854427707703576,19.73221096912167,14.64170073123398,31.107404733912098,8.296606950293075,19.43097443852476,0.0,0.0,0.0,0.0,0.0,41.16501387727007
70,1.075299870007112,19.89900480773084,14.934924198404243,31.4757079918127,6.969215170508675,20.3593653534103,0.0,0.0,0.0,0.0,0.0,41.19571148426833
71,1.0653276703366161,20.06579864634,15.231291122469589,31.844011249713233,5.641823390724411,21.28775626829581,0.0,0.0,0.0,0.0,0.0,41.22640909126656
72,1.0555346852423013,20.232592484949162,15.530621547093338,32.21231450761379,4.314431610940036,22.216147183181345,0.0,0.0,0.0,0.0,0.0,41.25710669826482
73,1.0459273526987463,20.39938632355832,15.832747391306926,32.58061776551433,2.9870398311557613,23.144538098066846,0.0,0.0,0.0,0.0,0.0,41.287804305263066
74,1.036510322514345,20.566180162167484,16.13751164867468,32.948921023414876,1.659648051371422,24.072929012952372,0.0,0.0,0.0,0.0,0.0,41.318501912261326
75,1.027286710420595,20.732974000776647,16.44476762990477,33.31722428131543,0.33225627158709936,25.001319927837905,0.0,0.0,0.0,0.0,0.0,41.349199519259564
