ticker,name,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ratio,sortino_ratio,3m,ytd,1y,3y,5y,10y,full_period,cagr_pct,annualized_volatility_pct,max_drawdown_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
QQQ,Invesco QQQ Trust,1.0,8.275966656388304,0.21281587130359447,0.5792840521669853,-0.2782340227362342,0.9665683134556844,1.5984576427226556,-0.1031759477417532,0.11548152492830766,0.25845239339509485,0.26195727496303634,0.18283176402207824,0.23369851597616775,0.2154069883605343,21.54069883605343,18.0453922696675,-27.823402273623433,18.22531446831287,19.97351722441168
SPMO,Invesco S&P 500 Momentum ETF,1.0,7.69092335290575,0.2052863379055953,0.6635806470363865,-0.03967603846371981,0.9418309896320421,1.6350907871800135,-0.09877775710493142,0.1786103586685337,0.26708965694439213,0.3908777533947365,0.23859683225976602,0.22348722273849542,0.20720945777311384,20.720945777311385,17.719900083622242,-19.003653477100045,21.845192751745195,20.78777183234088
AIA,iShares Asia 50 ETF,1.0,4.699003815577634,0.15895533705178042,0.43827848328074737,-0.17357230949154479,0.681289463101638,1.1715595719736094,-0.09782884226422106,0.3661486843268471,0.6628274332195812,0.3899097284275006,0.17467115437850067,0.160041123124685,0.15353640293414883,15.353640293414884,17.69593043707293,-37.19611220364894,20.945744193754695,21.203722654010896
XLE,State Street Energy Select Sector SPDR ETF,1.0,3.426756258068118,0.15730287477524138,0.7624167773715693,-0.3572018623192289,0.403618344611597,0.6409508360272078,0.035413292210946246,0.35990437024539634,0.42600269272576274,0.17382920637348098,0.29926631708956797,0.13025611166210704,0.120401896269269,12.0401896269269,29.460516048511128,-57.56754895578984,21.798920186691337,26.239146351598436
SCHD,Schwab U.S. Dividend Equity ETF,1.0,4.633240975918391,0.15197430407519952,0.4130493725829143,-0.025728124254532303,0.8146302340993828,1.3364350246114203,-0.0007309114436574449,0.23539076644439016,0.2921977770214095,0.1780804989660152,0.13929480559901508,0.156099962234429,0.15203665474719563,15.203665474719564,13.942457784489276,-18.133949658334238,12.705432401614797,13.065310113646664
GLD,SPDR Gold Shares,1.0,4.5305975783216805,0.15188616662005477,0.6148184716811123,-0.048007435599935255,0.7342956530822335,1.3404020127657847,-0.09501637369634475,-0.013698048789798745,0.28185739566661105,0.33271159933789196,0.23487136716111046,0.15038325764609795,0.14965676428729013,14.965676428729013,15.45580973514738,-23.82431439388062,18.332074486395257,15.676920658311195
138920,KODEX 콩선물(H),1.0,1.2251268045259465,0.03391313873750264,0.2900920542635661,-0.25826417217611464,-0.025660389362163503,-0.03630666737767473,0.03844563869367512,0.13974591651542623,0.12454114065717636,-0.06670189244190305,0.016661344863674987,0.01353495174402175,0.01891929980022833,1.8919299800228329,17.465396902014866,-44.68961230673606,16.78040397884003,17.62292769710638
EWY,Ishares Msci South Korea ETF,1.0,4.96376965937221,0.18363876485115393,0.918875028631658,-0.20344536138751312,0.5405784318448992,0.95258460586704,-0.1917581633965525,0.7581111213473981,1.5431940013581138,0.47824991362745317,0.22427871653862885,0.16944875672427573,0.15938790376175493,15.938790376175493,26.86824495924764,-34.28290003778466,41.47054160014047,35.189195349213456
192090,TIGER 차이나CSI300,1.0,1.7458750528839362,0.06964002180405707,0.3867782426778237,-0.24871117817175903,0.16317312236191794,0.24622076818121594,-0.14027777777777772,-0.013152650458350013,0.08434790225102873,0.12344604277323268,0.027189388896759814,0.06773745529108277,0.05278497024261464,5.278497024261464,19.148493186609706,-34.47977877635674,19.403531952451313,19.424278430378326
200250,KIWOOM 인도Nifty50(합성),1.0,1.9564020192748963,0.07778356739144651,0.3096410978184374,-0.17447714949651405,0.2264779755803557,0.31224902226517187,-0.07787151200519138,-0.17447714949651405,-0.12553846153846138,0.021282952880393058,0.02917855458032248,0.07049962317336655,0.06390738825156905,6.390738825156905,17.391863250413177,-33.21763276640055,14.044060969877764,13.801331473928476
EWJ,iShares MSCI Japan ETF,1.0,2.918670932787776,0.10631916104207806,0.23101121135148528,-0.10655838470833856,0.5699601823366963,0.8855516567675034,-0.04272852447609077,0.14528819743091792,0.27377940322712746,0.20923566110044667,0.13469798970923796,0.1142468570566968,0.10392651859857205,10.392651859857205,11.917382224385943,-16.309801700596893,11.956249328937469,11.99403481467662
TLT,iShares 20+ Year Treasury Bond ETF,1.0,1.1067333105384098,0.01937008519809578,0.19929726841991013,-0.24988637637103228,-0.13354639638197083,-0.19166194766757275,-0.09736530549087319,-0.06803575265808393,-0.0020011658473542138,0.004635290356020949,-0.046147655267380405,-0.002629438970737974,0.009405126317960866,0.9405126317960866,14.24579240138861,-40.660092705687504,14.806210217607832,13.679796321935994
