metric,Current Portfolio,KAW Core Revised Internal,QQQ 100%,benchmark
alpha,0.050294980308023735,0.01348840781169764,0.028698752019399414,-6.245004513516506e-17
beta,0.6866571528828079,0.42159126102573796,1.1432275652767279,1.0000000000000004
calmar_ratio,2.801525452757632,1.5329114474914496,1.8323052532494888,2.6027714141981413
excess_kurtosis,1.3643216501525615,2.7576611036130965,0.4584511588137259,0.6512998934442065
historical_var_95,0.034996381178383204,0.030461504321332097,0.0671118292179196,0.05132268373876718
modigliani_modigliani,0.21344552278764933,0.1394768123149172,0.17566133731390865,0.1657778898905769
r_squared,0.7635603707610862,0.40685635719361796,0.8094626141967898,0.9999999999999996
skewness,-0.4105110627797889,-0.6199204504805529,-0.3837783324425137,-0.47960483998726244
treynor_ratio,0.20032822813595588,0.15847224393213277,0.15256896265895015,0.12738306230436997
