portfolio,market_type,portfolio_return,benchmark_return,active_return,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return,below_active_return,above_active_return_pct,below_active_return_pct,overall_active_return_pct
Current Portfolio,up,0.03115380123239354,0.037027618590255135,-0.005873817357861591,85,33,52,85,38.82352941176471,0.012073213649492653,-0.017263279343297935,1.2073213649492653,-1.7263279343297935,-0.587381735786159
Current Portfolio,down,-0.016487341241163737,-0.03003156532645414,0.013544224085290405,45,35,10,45,77.77777777777779,0.019906645793232224,-0.008724251892505955,1.9906645793232223,-0.8724251892505955,1.3544224085290406
KAW Core Revised Internal,up,0.019945472792027616,0.037027618590255135,-0.017082145798227515,85,24,61,85,28.235294117647058,0.014153849081621378,-0.029371717554233644,1.4153849081621377,-2.9371717554233645,-1.7082145798227515
KAW Core Revised Internal,down,-0.012347570280112713,-0.03003156532645414,0.01768399504634143,45,32,13,45,71.11111111111111,0.02964356239790303,-0.011754939972887115,2.9643562397903027,-1.1754939972887115,1.7683995046341432
QQQ 100%,up,0.044964705081543085,0.037027618590255135,0.007937086491287949,85,60,25,85,70.58823529411765,0.018197835168476152,-0.016688710333963734,1.8197835168476153,-1.6688710333963734,0.7937086491287949
QQQ 100%,down,-0.03369988132167902,-0.03003156532645414,-0.0036683159952248727,45,17,28,45,37.77777777777778,0.022041885381281705,-0.019278081116675293,2.2041885381281703,-1.9278081116675294,-0.3668315995224873
