series,133690,402970,069500,168580,200250,101280,TLT,385560,132030,optimized,provided,benchmark
133690,1.0,0.34338955681722283,0.5197056945872635,0.12787406303260435,0.3845607251943168,0.5654607535638793,0.37016437279562076,0.18913324534019874,-0.11857479959343427,0.6251251572964954,0.6017070223096233,0.8461213952949327
402970,0.34338955681722283,1.0,0.22324148774101452,-0.024541245134344355,0.31213395201139665,0.4708411480487684,0.353459896701458,0.02697022287036301,-0.1923950485203593,0.4223831114734665,0.3470254495816681,0.5898385857277488
069500,0.5197056945872635,0.22324148774101452,1.0,0.17590199003707307,0.2612053056305531,0.630647303191199,0.24818792217024174,0.17161799885067516,0.26342917508680463,0.7226441509090502,0.7296458655346211,0.48474009436669835
168580,0.12787406303260435,-0.024541245134344355,0.17590199003707307,1.0,-0.0856963733846185,0.11094319113580248,0.33423685244984536,0.0028445596138068105,0.08273629243768282,0.1467498561564551,0.34215934525709374,0.1179147190787214
200250,0.3845607251943168,0.31213395201139665,0.2612053056305531,-0.0856963733846185,1.0,0.4674343713616616,0.29202735829063964,0.05397455105281232,-0.16727981427189076,0.23469951337848963,0.34960714127459974,0.4716207520409764
101280,0.5654607535638793,0.4708411480487684,0.630647303191199,0.11094319113580248,0.4674343713616616,1.0,0.38243488463176323,0.27879660332405787,0.07144350110987657,0.6158636399568673,0.6919604167041591,0.6532106760452923
TLT,0.37016437279562076,0.353459896701458,0.24818792217024174,0.33423685244984536,0.29202735829063964,0.38243488463176323,1.0,0.43766390005276595,-0.025482101232556273,0.33283327150406594,0.6423985929211753,0.4450431177700277
385560,0.18913324534019874,0.02697022287036301,0.17161799885067516,0.0028445596138068105,0.05397455105281232,0.27879660332405787,0.43766390005276595,1.0,0.23842833920187922,0.2949731236200494,0.5897800743499471,0.23512624458583245
132030,-0.11857479959343427,-0.1923950485203593,0.26342917508680463,0.08273629243768282,-0.16727981427189076,0.07144350110987657,-0.025482101232556273,0.23842833920187922,1.0,0.6021329818288098,0.45024293957685857,-0.15497335379478405
optimized,0.6251251572964954,0.4223831114734665,0.7226441509090502,0.1467498561564551,0.23469951337848963,0.6158636399568673,0.33283327150406594,0.2949731236200494,0.6021329818288098,1.0,0.8645932262582517,0.6041409627191049
provided,0.6017070223096233,0.3470254495816681,0.7296458655346211,0.34215934525709374,0.34960714127459974,0.6919604167041591,0.6423985929211753,0.5897800743499471,0.45024293957685857,0.8645932262582517,1.0,0.6225531116353354
benchmark,0.8461213952949327,0.5898385857277488,0.48474009436669835,0.1179147190787214,0.4716207520409764,0.6532106760452923,0.4450431177700277,0.23512624458583245,-0.15497335379478405,0.6041409627191049,0.6225531116353354,1.0
