metric,Portfolio 1,benchmark
alpha,0.037856916234881924,6.245004513516506e-17
beta,0.6651506818234646,0.9999999999999993
calmar_ratio,3.6847768397079013,2.7599319055247147
excess_kurtosis,1.5038246477162502,1.2471482232165876
historical_var_95,0.04229879435656786,0.06942078876864088
modigliani_modigliani,0.1515756855007561,0.11588016795014122
r_squared,0.7457423086906549,1.0
skewness,-0.44792837335204916,-0.5609117604918443
treynor_ratio,0.1549999262807315,0.09815679630263172
