portfolio,ticker,name,target_weight,target_weight_pct
Portfolio 1,QQQ,Invesco QQQ Trust  Series 1,0.3,30.0
Portfolio 1,SPY,State Street SPDR S&P 500 ETF Trust,0.3,30.0
Portfolio 1,GLD,SPDR Gold Shares,0.3,30.0
Portfolio 1,IEF,iShares 7-10 Year Treasury Bond ETF,0.1,10.0
