roll_period_years,Portfolio 1_average_pct,Portfolio 1_high_pct,Portfolio 1_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.994407160840089,39.70839819775725,-25.31587799244004,12.154020591273685,56.23115093476254,-43.424398425459785
3,11.53807703373747,28.05503700387959,-1.9030369411576986,10.708176786714326,25.968826309085614,-15.078075050291107
5,11.412025046794232,18.12855028668561,7.035263399905878,11.193146415783524,22.8556607776097,-1.2243017307403514
7,11.405328250508449,18.568390568793603,7.894129421608009,11.60494073423684,17.273274221501957,2.583609137590881
