portfolio,rank,start,bottom,recovery,maximum_drawdown,duration_months
KAW Native Proxy Canonical,1,2022-01-31,2022-12-31,2024-02-29,-0.138344858172479,26
KAW Native Proxy Canonical,2,2026-06-30,2026-07-31,,-0.08939423352289622,3
KAW Native Proxy Canonical,3,2026-03-31,2026-03-31,2026-05-31,-0.053005404388538624,3
KAW Native Proxy Canonical,4,2025-04-30,2025-05-31,2025-07-31,-0.01391181125432761,4
KAW Native Proxy Canonical,5,2024-08-31,2024-08-31,2024-09-30,-0.008831171955664074,2
KAW Core Revised Internal,1,2022-01-31,2022-12-31,2024-02-29,-0.12801378077211067,26
KAW Core Revised Internal,2,2026-07-31,2026-07-31,,-0.11523768602663542,2
KAW Core Revised Internal,3,2025-04-30,2025-05-31,2025-08-31,-0.04851554146908954,5
KAW Core Revised Internal,4,2026-03-31,2026-03-31,2026-05-31,-0.030074811202167928,3
KAW Core Revised Internal,5,2024-08-31,2024-08-31,2024-09-30,-0.01311807133343601,2
KAW Core Revised Internal,6,2025-12-31,2025-12-31,2026-01-31,-0.006254947884883122,2
KAW Core Revised Internal,7,2025-01-31,2025-01-31,2025-02-28,-0.0013917770725211387,2
KAW Core Revised Internal,8,2024-04-30,2024-04-30,2024-05-31,-0.0012584446702452734,2
benchmark,1,2022-01-31,2022-06-30,2023-04-30,-0.13403071474509098,16
benchmark,2,2025-02-28,2025-04-30,2025-07-31,-0.08727139198411615,6
benchmark,3,2026-07-31,2026-07-31,,-0.08234183406494822,2
benchmark,4,2023-09-30,2023-10-31,2023-12-31,-0.05163045957573342,4
benchmark,5,2025-12-31,2026-03-31,2026-04-30,-0.015483721436609588,5
benchmark,6,2024-04-30,2024-04-30,2024-05-31,-0.014966218302117529,2
benchmark,7,2023-05-31,2023-05-31,2023-06-30,-0.008622288468976502,2
benchmark,8,2024-07-31,2024-08-31,2024-09-30,-0.004620998082028538,3
benchmark,9,2023-07-31,2023-07-31,2023-08-31,-0.002500989304618506,2
