roll_period_years,KAW Native Proxy Canonical_average_pct,KAW Native Proxy Canonical_high_pct,KAW Native Proxy Canonical_low_pct,KAW Core Revised Internal_average_pct,KAW Core Revised Internal_high_pct,KAW Core Revised Internal_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,13.466907421362267,33.003086238944256,-13.83448581724791,14.068825706285706,44.36706320384334,-12.801378077211067,20.745361021786586,44.70657754500169,-13.336264980823586
3,13.966183789053927,20.754915966390474,6.258125703558237,13.667940779309347,21.636329361458873,5.895650185117907,21.880440082033555,28.63162463517479,15.18147056115129
5,,,,,,,,,
7,,,,,,,,,
