metric,KAW Native Proxy Canonical,KAW Core Revised Internal,benchmark
alpha,0.0027202098992825594,0.002937354829906688,4.163336342344337e-17
beta,0.4389173533477649,0.49487122505362235,0.9999999999999997
calmar_ratio,1.8839151974507273,1.5329108028223635,2.602773892477186
excess_kurtosis,0.47344285360183536,3.209884250948287,0.11713008850108597
historical_var_95,0.03871605406981406,0.030467123985790236,0.04498168827486124
modigliani_modigliani,0.12427843597748299,0.12535962218089858,0.16581395688566564
r_squared,0.4184054248491904,0.429601792539776,0.9999999999999996
skewness,-0.6122072781396147,-1.0704105440635103,-0.4420280583914135
treynor_ratio,0.13277356906402615,0.13268151845917756,0.1274191292994588
