portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
KAW Native Proxy Canonical,10000.0,15575.13793366137,0.09600742633807546,0.09667145111432593,0.09704816233191055,0.21437741103579677,-0.1383448581724791,-0.138344858172479,0.6004917777712212,0.8975708669864145
KAW Core Revised Internal,10000.0,16046.160123505828,0.10278430593840215,0.1040550931680749,0.10798473759763394,0.23105268603842544,-0.12801378077211067,-0.12801378077211067,0.6080513509837587,0.8757500063441054
benchmark,10000.0,21127.96561035596,0.16737915469204756,0.16581395688566566,0.14302212215134863,0.4341166427249519,-0.13336264980823587,-0.13403071474509098,0.8909050389045514,1.4704366782604914
