portfolio,start_balance,end_balance,annualized_return,best_year,worst_year,sharpe_ex_post,sortino,cagr_pct,annualized_volatility_pct,max_drawdown_pct
Sample Portfolio,10000.0,21577.70364834662,0.12352000089521942,0.24216185686119363,-0.173065504295153,0.766617584409023,1.1983462374774563,12.227886332855276,12.403022423300978,-22.24544112947714
Portfolio 2,10000.0,34856.317517654956,0.20374800231807744,0.5437907989363959,-0.09956658209224278,1.0042812486005168,1.7078273904742574,20.59858868358684,17.456439873031325,-22.34646263097372
Portfolio 3,10000.0,33627.56332969093,0.1976738180823313,0.4254505915457989,-0.11600913506838173,0.9918779026718829,1.6547402759757186,19.95112069013669,17.062338784486034,-20.051037870076904
benchmark,10000.0,26145.130070875155,0.15921058928712306,0.28728780803321574,-0.18175361295122916,0.7719128587730552,1.2321279669780825,15.50708423285132,16.9415935750814,-23.927184023145585
