portfolio,3m_pct,1y_pct,3y_pct,5y_pct,10y_pct,ytd_pct,full_period_pct,3y_annualized_volatility_pct,5y_annualized_volatility_pct
Sample Portfolio,0.12820057325328982,18.567374351485057,18.975153266566114,10.20080849396785,,7.902799988057829,12.227886332855276,10.41783805771369,12.566072276591145
Portfolio 2,0.7446600550962579,46.509250585399855,33.08455935292858,20.135731923665556,,19.884098237785985,20.59858868358684,14.265544415366147,16.35257623538246
Portfolio 3,-2.3898920124685197,44.98413629472775,27.768603407753133,18.163701290681033,,20.340707668952952,19.95112069013669,14.48270827393931,15.965209581320769
benchmark,1.658483197328664,20.230859454226113,20.91749655298363,12.692141522592237,,13.081637433046666,15.50708423285132,12.939406748136397,15.869532512321655
