roll_period_years,Sample Portfolio_average_pct,Sample Portfolio_high_pct,Sample Portfolio_low_pct,Portfolio 2_average_pct,Portfolio 2_high_pct,Portfolio 2_low_pct,Portfolio 3_average_pct,Portfolio 3_high_pct,Portfolio 3_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,12.906823677094586,33.462716150225425,-17.306550429515298,22.664767180936536,66.71371813588823,-16.61568323118009,21.9676032953392,64.18792197252921,-15.403805164045936,17.750826764471775,56.23112793406024,-18.175361295122915
3,10.303647362010091,21.69806146717952,2.5564727597656045,16.828204823095664,36.419040715874914,5.722049805074647,16.75855965025283,32.617818693368086,9.21677815110078,14.387342408759531,24.79288963055144,7.61847877232682
5,10.854851447242241,12.665611437246028,9.457644927299992,17.64696081802136,20.45584998740604,13.497499826269621,17.215153272389326,19.70003568128853,14.170818208089365,14.906966198523207,18.475139796162598,11.930624332559736
7,,,,,,,,,,,,
