date,asset_133690,asset_402970,asset_EWY,asset_168580,asset_200250,asset_101280,asset_TLT,asset_385560,asset_132030,optimized,provided,benchmark
2022-09-30,-0.03649173888560797,-0.010711225364181676,-0.12861679033336104,-0.026113338389858076,-0.005125576627370565,-0.050104949556503464,-0.022250859520242305,-0.0674911839640947,-0.034359153698198974,-0.02926795473731242,-0.0405033321682278,-0.0330065356917969
2022-10-31,0.02098241012629365,0.09040710264183627,0.08744403110517629,-0.10918261385551109,0.04430705821741365,0.03770760567396114,-0.06524587888796773,-0.05482475980241375,-0.017564508827523806,0.03170879809350572,-0.007018065749375113,0.07483391756889213
2022-11-30,-0.07222237734900738,-0.027107536490914463,0.09224365719259398,0.03255620316403007,-0.013320177602368033,0.02651463113064989,-0.001056819038472101,0.10226467829316377,0.0650631278223206,0.0064190077249664974,0.02860109937335697,-0.015897286328029225
2022-12-31,-0.10523226942350228,-0.06378852827107573,-0.08409730795043857,-0.008265462462704654,-0.07999999999999996,-0.06497591006423986,-0.05317603608724608,0.0035776932562219255,0.027602318940901593,-0.03759292242066681,-0.036300511854508076,-0.10392331302875168
2023-01-31,0.07822065253952237,-0.01875068134743263,0.07364378064800059,0.08350611863235358,-0.03423913043478266,0.05875617261862165,0.028693478010293427,0.0966859911741802,0.055237453688110394,0.03568562324541787,0.04881841331406676,0.03863173040262757
2023-02-28,0.0915443527631763,0.05977113654038435,-0.01330330862267548,0.00731679861918888,0.017445132245357264,0.024874949303771876,0.01859754149242887,-0.061430915861894864,-0.05593680178742422,0.01798311575583835,-0.00019657068368770194,0.04360784246944016
2023-03-31,0.05580165761646194,-0.04486843484642,0.02915139630172381,-0.010914102659614122,-0.01880530973451322,0.013058963197467355,0.03101772347681364,0.06467828981657386,0.08874989434536396,0.02926703962388947,0.033656612950595556,0.019889530620277318
2023-04-30,0.042660891926642686,0.02195148721325868,0.023800116946040895,0.005347794976085618,0.06736189402480264,0.05201822916666665,0.036576582713153005,-0.0070587120613966325,-0.000776337240897429,0.02137694714896927,0.021418895442666213,0.049584855926665616
2023-05-31,0.07891013409141068,-0.035227150681989006,0.021142408536023227,-0.08466004869825805,0.012410879324003199,0.004270066216968793,-0.04293310738212708,-0.05456511712972534,-0.01623805454121674,-0.003300540825718797,-0.017740329647160408,-0.008622364252217185
2023-06-30,0.04148419076952692,0.03239452298786594,0.01057305547229892,-0.005197462656026164,0.028951486697965656,0.03376879467586891,0.003179455920804708,-0.0198661014668281,-0.03301216237561211,0.01021419391536587,0.00283581828385557,0.06587121044478983
2023-07-31,0.015179520354881904,0.01261591546258356,0.029736248411597943,0.03258186605232849,0.0,-0.012756318550310008,-0.05869229180531477,0.007688743199409709,0.02311336164652067,0.013340969959561333,0.00426222618002518,-0.0025010605863751145
2023-08-31,0.02055121873506449,0.027153657757427396,-0.04199163639052794,-0.04498007968127493,0.01444866920152088,0.0011472044439078122,0.00398224761966226,-0.009282125521587359,-0.00989861898299671,0.0088368257259228,-0.0039013584124648576,0.019705221339800127
2023-09-30,-0.035959591454440054,-0.02394775036284469,-0.03972480542654755,-0.004505444078261256,0.027736131934033015,0.029672516736023224,-0.06289700450932723,-0.03713254254770504,-0.027654599693622495,-0.01984580379752936,-0.026245836308589857,-0.0307438218798034
2023-10-31,-0.022692837067280425,-0.04715878916622407,-0.06748872496185743,-0.03771529145539121,-0.03039144176999753,-0.05781057810578105,-0.05496783582379283,-0.036011426530976665,0.048258706467661616,-0.009581666030861247,-0.025059009909429237,-0.02154900299156315
2023-11-30,0.07503224966566857,0.018504068665700535,0.09641075135746835,-0.03854026041893477,0.004012036108324901,0.039723983588213274,0.05055033819978538,0.12638675383846043,0.020803670305331368,0.03194970383446459,0.046819089921546354,0.043004898911597866
2023-12-31,0.05667294164272274,0.07135821385575136,0.07928836258982441,-0.020382281003714087,0.08366633366633369,0.0335426008968609,0.1021984994580789,0.1160530772645807,0.01774506005424259,0.04395390290203896,0.062489207597446535,0.03711723653536847
2024-01-31,0.05956138980048964,0.04627643273061599,-0.07648740225697281,-0.037035324579249074,0.03572251670891902,0.08631262293185227,-0.0074315022607078784,-0.03815837937384903,-0.029160956296634732,0.026553817319828345,-0.004001840954343186,0.05470810719203212
2024-02-29,0.028426186309020496,0.0,0.08351581327044433,0.08119268257550294,0.01446372941700047,0.044200660347214926,-0.017541115843371036,-0.0187791988971433,-0.003137008862050039,0.009884107321919517,0.013789262745773972,0.05754855712449913
2024-03-31,0.033730746799498945,0.054481546572934914,0.05968544141018439,0.010214050981437017,0.013380127220881777,0.03019175846593236,0.020239630955038557,0.02592922149893062,0.07639052788922984,0.05555811852088706,0.039314591166493204,0.04541939910444803
2024-04-30,-0.001609308090010253,-0.0036111111111111205,-0.035677317097430494,0.05226833128187103,0.03679653679653683,-0.012326732673267338,-0.03984127272123561,-0.047824102251978085,0.05306241777517906,0.016238017243388327,0.001040627174148484,-0.014966274842780125
2024-05-31,0.04294700176938693,-0.007991822321345654,-0.020802930521252372,-0.0024648034423695453,-0.003966597077244227,0.019297278331913192,0.02156239407991456,0.016795308180321822,0.005899500277623648,0.009590216408863875,0.009183033770092613,0.043118120552274375
2024-06-30,0.06896245436700044,0.008992974238875906,0.0716361288930123,-0.040958204204707305,0.0670718926849716,-0.013719512195121908,0.02655722462874044,0.058181932482554766,-0.009659835782791726,0.009212981755126675,0.025839027493230922,0.04380704666174973
2024-07-31,-0.04109782545472673,0.07009562714696882,-0.006855923966113453,0.004716157205240101,0.027106658809664008,0.039836466071695664,0.022080915512942667,0.0650972820436655,0.03748345293666833,0.03498124503217882,0.027621489137611654,-0.0017778314018822572
2024-08-31,-0.010346530792627484,-0.017265313204927968,-0.04098897024769532,-0.04233310152990266,-0.01950659781985087,-0.006472957422324566,-0.00504417860731321,-0.003137506449318761,0.035054731045597975,0.004560041031478037,-0.005836630884791649,-0.0028483487853644407
2024-09-30,0.005411226982584338,-0.009358170742473693,-0.03636901755300814,0.1975583189616048,0.006046420908913497,-0.03643646542155299,0.00656435115436671,0.021304274843330306,0.05164471549990268,0.011680327242859214,0.02668960083732191,0.0075608636782800165
2024-10-31,0.07112562595253658,0.055877372783174506,-0.01828601781947614,0.009436464925910437,-0.02132609538580843,0.015275969147550805,-0.009092475491142227,-0.012915861993398225,0.04478993151952615,0.048738341160934485,0.01664733399752339,0.038726607196139184
2024-11-30,0.04095388317939386,0.06406144496961508,-0.031152688087080826,0.004580267307403574,-0.007923930269413626,0.025159094272606097,0.03076941870502803,0.08333795859466053,-0.04641275465013284,0.01427314274782439,0.016816616794720594,0.07095589359744636
2024-12-31,0.0888861117403088,-0.009756484492742135,-0.03526473219388959,0.061215337469168185,0.03594249201277955,0.04860208844617686,-0.005066107121552976,-0.03930886082434615,-0.019382005077713815,0.0117036415473264,0.00524765787009227,0.027836298192937425
2025-01-31,-0.006986636443845118,0.006648510092919002,0.03201585316426514,-0.03563882236934779,-0.0427910562837317,0.01229865540819608,-0.021589464704816486,0.01611892540497295,0.07255620106087401,0.029220529515128085,0.01016650802014492,0.008850805251342075
2025-02-28,-0.041412937479683554,0.006047584944696371,0.018731733233573467,0.023407829389424428,-0.05235602094240843,-0.007071943424452609,0.06298282568114,0.05197207862072584,0.012304974977921601,-0.0015891668974892688,0.014852040592825085,-0.007079088722740989
2025-03-31,-0.06856716552877873,-0.0052202799968361635,0.0035435546887694347,0.0003568242640499264,0.06502337441563966,0.003561156006026467,0.0030123977828269144,-0.0064733395696913165,0.08508782133302306,0.018241486898427084,0.015138537509189956,-0.041325690719738795
2025-04-30,-0.013438185157318205,-0.09199332114176673,0.005730006261076337,-0.061922596754057424,0.01875498802873099,0.007688458213912064,-0.04591146226285592,0.030330420809480785,0.051991209733612154,-0.01199157009071769,-0.0053084882312633705,-0.04113842204591278
2025-05-31,0.06361220908300669,-0.018476357267950938,0.03859288313052378,-0.0035362561314118413,-0.019388954171562833,0.01598194130925501,-0.06836763068410412,-0.04033044156350518,-0.009884342996892004,0.0034800336435598244,-0.011830109414862415,0.023025958242671063
2025-06-30,0.041318745711223626,0.0029440628066732533,0.16497418751835213,0.010264824849271159,0.006790493309366985,-0.008576253110558096,0.010226624619377622,-0.024923186308118073,-0.0023156486389132036,0.005948420492784802,0.015977491260120488,0.034576838092306605
2025-07-31,0.07203571798782749,0.03638142679238565,0.04670171715430116,0.06666666666666665,-0.02301130728030154,0.021648514185827583,0.020134517702469212,0.010091277230172224,-0.00025789147926547074,0.02699567007259918,0.023853274051540942,0.05566062969695729
2025-08-31,0.003018226774503141,0.03725002145738565,-0.01289101900567946,0.11756373937677056,-0.010152284263959421,0.05628674212512075,-0.00497572586409778,-0.010596333823188142,0.0359593458185008,0.03360805728937781,0.019795914304186778,0.015312532291132275
2025-09-30,0.050039938302208986,-0.008109226313611884,0.12381326421475491,0.04695817490494303,-0.0016410256410256396,0.021680441915520987,0.049932213009010074,-0.020598811757348345,0.12390438247011959,0.054253870563063626,0.04821499880102231,0.04963905319556394
2025-10-31,0.07414208051622717,-0.0028364061066155077,0.22899815980585858,0.012741359481871495,0.06040682145058551,0.060205699418675485,0.028889973731526464,-0.03513322956991394,0.032834101382488434,0.032153481377945464,0.040308632476362044,0.03906561652676843
2025-11-30,0.0031929766723444164,0.06299673722078136,-0.038605068442805646,0.011236290828676498,0.042433636892075244,0.013650306748466345,0.029044218585941195,-0.058651592444505685,0.04333090222660774,0.038704548982215536,0.013000099474112216,0.02825082622320596
2025-12-31,-0.011976630963972723,-0.0038564457736502966,0.08939644779567057,0.02736487484854755,-0.04014869888475836,0.0,-0.03668884775782799,-0.004760091393754773,0.037666022451581016,0.010485801892020344,0.0057976467243922155,-0.015288936878936399
2026-01-31,0.0048105351335370194,0.05159200442442913,0.23608140491833707,0.01840931971810722,-0.05054221533694814,0.05866999546073526,-0.012421463531711141,-0.06145604921193215,0.17614424410540908,0.09016320158875658,0.04887619190423419,0.008280616634021465
2026-02-28,-0.027725843330288824,0.0732531930879039,0.2396630021399806,0.009038271430588996,0.01284927595349794,0.07489191410297646,0.048944593151420746,0.02811446491571923,0.0003369272237196963,0.029603465330353285,0.04095705653457111,-0.006171952345696119
2026-03-31,-0.013170670197339418,0.052222611130556595,-0.1470670331214211,-0.0006997900629811538,-0.0914216673378977,-0.06551873150949039,0.005179219259111134,-0.08284529038555388,-0.12664196699225327,-0.04082063213664827,-0.05594473307835826,-0.0022507345476927565
2026-04-30,0.13552175107493558,-0.010378550994611158,0.28139692625050716,0.057703081232493014,0.017287234042553168,0.02664342629482075,-0.027735997444920613,-0.001862445124384715,0.00019282684149635188,0.023536521975706815,0.03833122120409645,0.08350047519414172
2026-05-31,0.13458952473654295,0.056336134453781606,0.2988401427192273,0.04343220338983045,0.007189542483660105,0.0944527216659159,0.019847630464190802,-0.05001332800213243,-0.01542317331791021,0.048763133745197765,0.04441577252483985,0.06782233020786066
2026-06-30,0.015377825384073729,0.014001145548272032,0.01588428674351494,0.04835025380710656,0.04650659744754493,0.01848861873555574,0.04773375420870929,-0.07439233979867421,-0.11533189739573135,-0.03243851197189753,-0.013869263991502076,0.02499901299595053
2026-07-31,-0.12163317135112695,-0.03439402497960209,-0.28621134047147845,-0.13932937900980513,-0.0711037618850765,-0.04246060116253769,-0.12370079673851064,-0.02705570291777193,0.0163789287295264,-0.031822152602583254,-0.0778471631075201,-0.08234183406494822
2026-08-31,-0.002001668056713979,0.0012999675008125156,0.11462156234247001,-0.030942334739803123,-0.051401869158878455,-0.00925174484661584,-0.016875158199198825,-0.002083657890637136,0.119773519163763,0.04259099835309282,0.022748591777365934,0.0007710809172516431
