portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,2.659067829010087,4.084702712282135,-1.4256348832720473,35,12,23,35,34.285714285714285,1.820694742518481,-3.119372079336671,-1.4256348832720473
optimized,down,-0.6981672234946341,-2.7313547069238098,2.033187483429175,23,21,2,23,91.30434782608695,2.4232721478492403,-2.0627014929815086,2.033187483429175
provided,up,2.1660688181563152,4.084702712282135,-1.918633894125819,35,10,25,35,28.57142857142857,1.3376450798007455,-3.221145483696445,-1.918633894125819
provided,down,-1.3651852441670274,-2.7313547069238098,1.3661694627567822,23,15,8,23,65.21739130434783,2.617402805509687,-0.9798930549049133,1.3661694627567822
