point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_101280_pct,weight_TLT_pct,weight_132030_pct
77,0.9920117391846488,21.46523161802676,17.767681735190926,29.161936623770767,0.0,30.645906326189316,0.0,0.0,0.0,0.0,40.19215705003992
78,0.9833580854531223,21.62667099236664,18.08821069036086,28.398532155176824,0.0,32.1033397829979,0.0,0.0,0.0,0.0,39.49812806182528
79,0.974742818025012,21.788110366706526,18.413705929583237,27.635127686582877,0.0,33.5607732398065,0.0,0.0,0.0,0.0,38.80409907361062
80,0.9661841210925481,21.949549741046418,18.743908730301946,26.87172321798894,0.0,35.01820669661513,0.0,0.0,0.0,0.0,38.11007008539593
81,0.9576976622816948,22.110989115386303,19.078574665447267,26.108318749395004,0.0,36.47564015342373,0.0,0.0,0.0,0.0,37.416041097181264
82,0.9492968401887234,22.272428489726188,19.417472966033436,25.344914280801056,0.0,37.933073610232334,0.0,0.0,0.0,0.0,36.72201210896661
83,0.9409930162718962,22.433867864066073,19.760385873121727,24.581509812207095,0.0,39.39050706704095,0.0,0.0,0.0,0.0,36.027983120751955
84,0.9327957302625708,22.59530723840596,20.107107988697305,23.818105343613116,0.0,40.847940523849594,0.0,0.0,0.0,0.0,35.33395413253728
85,0.9247128988354446,22.75674661274585,20.457445633070535,23.054700875019208,0.0,42.305373980658175,0.0,0.0,0.0,0.0,34.63992514432262
86,0.9167509977113362,22.91818598708573,20.81121621475725,22.291296406425232,0.0,43.76280743746678,0.0,0.0,0.0,0.0,33.94589615610799
87,0.9089152276827409,23.07962536142562,21.16824761739029,21.52789193783131,0.0,45.220240894275385,0.0,0.0,0.0,0.0,33.25186716789331
88,0.9012096652745007,23.241064735765505,21.528377607041378,20.764487469237398,0.0,46.67767435108398,0.0,0.0,0.0,0.0,32.557838179678626
89,0.8936373988986349,23.402504110105387,21.89145326235807,20.001083000643423,0.0,48.135107807892574,0.0,0.0,0.0,0.0,31.86380919146401
90,0.8862006514499701,23.563943484445275,22.257330429121357,19.23767853204948,0.0,49.592541264701204,0.0,0.0,0.0,0.0,31.16978020324932
91,0.8789008903314506,23.725382858785164,22.62587320017973,18.474274063455525,0.0,51.04997472150979,0.0,0.0,0.0,0.0,30.475751215034684
92,0.8717389259061025,23.886822233125052,22.996953421194043,17.710869594861535,0.0,52.50740817831847,0.0,0.0,0.0,0.0,29.781722226819983
93,0.8647149993557194,24.048261607464934,23.370450222213528,16.947465126267648,0.0,53.964841635127016,0.0,0.0,0.0,0.0,29.087693238605343
94,0.8578288608916866,24.209700981804826,23.746249574781064,16.184060657673665,0.0,55.42227509193567,0.0,0.0,0.0,0.0,28.39366425039067
95,0.8510798392167425,24.371140356144714,24.124243874017182,15.420656189079729,0.0,56.879708548744304,0.0,0.0,0.0,0.0,27.69963526217597
96,0.844466903082274,24.5325797304846,24.50433154494847,14.657251720485801,0.0,58.33714200555288,0.0,0.0,0.0,0.0,27.00560627396133
97,0.8379887157274345,24.694019104824488,24.886416672210867,13.893847251891788,0.0,59.794575462361536,0.0,0.0,0.0,0.0,26.311577285746672
98,0.8283309239512322,24.855458479164366,25.37147305849104,21.662615253754318,0.0,60.0,0.0,0.0,0.0,0.0,18.337384746245686
99,0.8107997837333154,25.016897853504254,26.119167172655715,30.831307455803575,0.0,60.0,0.0,0.0,0.0,0.0,9.168692544196427
100,0.7871119603277273,25.17833716873999,27.11031655678883,39.99999965785272,0.0,60.0,0.0,0.0,0.0,0.0,0.0
