date,asset_133690_return_pct,asset_402970_return_pct,asset_069500_return_pct,asset_168580_return_pct,asset_200250_return_pct,asset_101280_return_pct,asset_TLT_return_pct,asset_132030_return_pct,optimized_return_pct,provided_return_pct,benchmark_return_pct
2021-11-30,6.091326031929034,0.7658772239896416,-3.5947990141922292,-0.0640553438170599,-4.249737670514165,0.3087015242137836,4.828896493415291,-0.24824162184525767,1.238640848613712,1.4459196981045601,1.1823873397030393
2021-12-31,1.032328171692476,5.881665107577172,6.523272214386466,2.3363138159792296,1.972602739726037,1.8529204334166938,-2.786156444195842,0.16590626296142386,2.400785233764967,0.8694993533171969,4.55008093206879
2022-01-31,-12.817844909220566,-2.9044726670347853,-8.929162528963918,-5.236126769384941,0.9134873723804393,-3.7895001888455293,-1.6071801771719962,-0.1242236024844745,-3.7011066471791705,-3.350462891778802,-3.855498300654836
2022-02-28,-2.4365386936290645,-0.9895359417652405,0.9753142510979806,-1.1004626569729004,-2.4760383386581486,-1.0403035854488318,-2.618862575579406,6.227197346600333,1.3961892199455943,-0.16081939070642803,-3.7649066119564423
2022-03-31,10.111880807081208,5.57151062607697,1.304856465788773,-6.3888796070438065,2.8938028938028992,-1.130578512396696,-4.109291606384424,0.9679181953009097,3.7235803723232714,0.2799133714784628,5.22410645625091
2022-04-30,-8.333229313594547,0.47878128400435926,-2.8573966599549916,-6.232375513117971,-0.18572565667285268,-2.58124916410325,-5.11389915045698,-0.7653652879783479,-1.9064497094142268,-3.3758803961255643,-4.43617633770752
2022-05-31,-6.394596729169222,0.10829542993284758,-0.1950803182247718,0.11420305302829448,-4.837852206273263,-0.7413509060955503,-4.600405298340315,-3.529136802742283,-2.4493208082070916,-3.1687632287627707,-2.180907581139624
2022-06-30,-4.874819976433276,-4.857204673301596,-12.888250923861587,15.430244495988443,-4.469273743016755,-4.661134163208846,2.3803232805496455,-2.091577162238556,-3.8212608407288817,-1.0098551813230805,-4.849247119530842
2022-07-31,11.934546566753323,3.8885730528709583,5.129193983802538,-7.184504397667757,8.888888888888879,7.079646017699126,3.022824786418621,-2.9940613658858473,3.1892875707997086,2.7995376260538,9.8397309825647
2022-08-31,-0.5232669344481744,2.177957754186277,-0.4802241045821387,-1.735519591141399,4.779806659505903,0.04741904890936954,-1.0812963279884347,-2.746365105008075,-0.3816599120774639,-0.48547541253445503,-0.5911908167756219
2022-09-30,-3.649173888560797,-1.0711225364181676,-12.277997453253809,-2.6113338389858076,-0.5125576627370565,-5.010494955650346,-2.2250610751350264,-3.4359153698198974,-2.926795473731241,-3.3250263606916493,-3.30065356917969
2022-10-31,2.098241012629365,9.040710264183627,6.36030254412101,-10.918261385551109,4.430705821741365,3.770760567396114,-6.524621528487728,-1.7564508827523806,3.1708798093505712,-1.048861498439837,7.48340067999913
2022-11-30,-7.222237734900738,-2.7107536490914463,7.039471321337509,3.2556203164030073,-1.3320177602368033,2.651463113064989,-0.10568931282241012,6.50631278223206,0.6419007724966466,1.135493702834848,-1.589752281902579
2022-12-31,-10.523226942350227,-6.378852827107573,-7.737476093010775,-0.8265462462704654,-7.9999999999999964,-6.497591006423987,-5.317579025576524,2.7602318940901593,-3.759292242066681,-4.427569374495756,-10.392309729946136
2023-01-31,7.822065253952237,-1.875068134743263,8.902789395206746,8.350611863235358,-3.423913043478266,5.875617261862165,2.8693393077593665,5.523745368811039,3.568562324541787,3.9850239923999156,3.863148062012689
2023-02-28,9.15443527631763,5.977113654038435,-0.7847720821506088,0.731679861918888,1.7445132245357264,2.4874949303771876,1.859753720521229,-5.593680178742422,1.7983115755838368,1.2244143657389437,4.360800635353335
2023-03-31,5.580165761646194,-4.486843484642,2.463816896667792,-1.0914102659614122,-1.880530973451322,1.3058963197467355,3.1017983609838318,8.874989434536396,2.9267039623889484,2.824654785273526,1.9889530620277318
