year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2015,-3.349005262192606,-4.66809229126941,-1.3690617490621726
2016,9.914604727132549,17.955647300517352,11.997893812047522
2017,22.915425140008374,23.894389347393073,21.70540282190272
2018,-1.2546518494091496,-6.1869439969516655,-4.569010154615116
2019,26.387424926708512,29.253055937295457,31.223874908869686
2020,29.3469071809358,28.836048873974796,18.331646821021373
2021,15.847097645900178,16.610100315523013,28.72872048373367
2022,-10.175051999809037,-10.977948983510434,-18.175365018569757
2023,23.216657793103714,24.201129527072098,26.17580107597959
2024,33.75078289734299,22.55533925592943,24.88648456442084
2025,37.446125299933456,44.46034599689417,17.71905551191477
2026,11.72738760597114,15.505869639182324,10.130213504869822
