kind,label,sharpe,expected_return_pct,volatility_pct,weight_QQQ_pct,weight_SPMO_pct,weight_AIA_pct,weight_GLD_pct,weight_XLE_pct,weight_144600_pct,weight_SCHD_pct
provided,Provided Portfolio,1.1472278864587855,19.21016750845222,13.398109417717444,20.0,20.0,15.0,15.0,15.0,5.0,10.0
optimized,Optimized Portfolio,1.343560596772481,19.42374895202079,11.59922837186267,16.503012191905402,28.059398198960356,0.0,47.77452159233624,4.954252237198738,0.0,2.7088157795992687
benchmark,Benchmark,0.9194004975849722,17.690019306958106,15.064747718452622,,,,,,,
