year,optimized_return_pct,provided_return_pct,benchmark_return_pct
2017,0.20850424333362927,4.246174783802226,3.6759924026987134
2018,2.2717301788229616,-2.7990339153942667,-0.392124718079101
2019,28.851759858405558,29.186729134691113,35.93184440550621
2020,19.23166837640322,15.503437229186346,11.175555023791306
2021,21.309282497594275,26.738799982893923,40.98880797056383
2022,0.9340923868944584,2.1820014464583037,-13.336253144735666
2023,22.42872228945163,18.78083429323729,27.935862744081398
2024,48.2660352613411,40.37651228406456,43.41167375810255
2025,38.79149643209825,30.815096600122914,15.354070455012625
2026,9.965058553709017,20.27922510647866,8.88832490115481
