point,ex_ante_sharpe,ex_post_sharpe,cagr_pct,monthly_gain_to_pain_ratio,pain_ratio,expected_return_pct,volatility_pct,maximum_drawdown_pct,mdd_depth_pct,tuw_pct,pain_area_pct_months,pain_index_pct,max_underwater_months,observations,delta_cagr_pct,delta_sharpe,delta_monthly_gain_to_pain_ratio,delta_pain_ratio,delta_mdd_depth_pct,delta_tuw_pct,delta_pain_index_pct,mdd_cost_per_0_10_sharpe,tuw_cost_per_0_10_sharpe,pain_cost_per_0_10_sharpe,segment
1,1.2381161995266905,1.2381161995266898,17.64534236073676,2.2900800716590752,10.059994800527518,16.905208719981292,10.552907688596108,-9.236302348629389,9.236302348629389,51.85185185185185,148.2140763085037,1.3723525584120713,12,108,,,,,,,,,,,gmv_to_max_sharpe
2,1.2436536940009064,1.2436536940009064,17.71388775531324,2.297598578205233,10.187646647872741,16.964444586446838,10.553550309976067,-9.284459363462883,9.284459363462883,50.92592592592593,147.08359952351512,1.3618851807732881,12,108,0.06854539457648201,0.005537494474216587,0.0075185065461575995,0.1276518473452235,0.048157014833494216,-0.9259259259259167,-0.010467377638783137,0.869653505890084,-16.721026634648002,-0.18902732431645458,gmv_to_max_sharpe
3,1.249038439567698,1.2490384395676977,17.782314089447482,2.3051137750268844,10.314807367013056,17.023680452912384,10.55547793937779,-9.332677011817726,9.332677011817726,50.0,145.9868061661483,1.3517296867235955,11,108,0.06842633413424082,0.005384745566791249,0.007515196821651582,0.12716071914031524,0.04821764835484288,-0.9259259259259309,-0.010155494049692626,0.8954489633124041,-17.19535146908876,-0.18859747268883958,gmv_to_max_sharpe
4,1.2542686374948149,1.2542686374948142,17.8506211165117,2.3126256643090124,10.43733933148192,17.082916319377933,10.558689873015336,-9.380955293694004,9.380955293694004,49.074074074074076,144.9797591698478,1.3424051774985908,11,108,0.06830702706421832,0.005230197927116542,0.0075118892821279815,0.12253196446886427,0.048278281876278584,-0.9259259259259238,-0.009324509225004718,0.9230679708309789,-17.70345862295876,-0.17828214830381015,gmv_to_max_sharpe
5,1.2593426607236489,1.2593426607236482,17.918808589939637,2.3201342482346736,10.552287080293528,17.14215218584348,10.563184939338711,-9.429294209091655,9.429294209091655,49.074074074074076,144.09835310698824,1.3342440102498911,11,108,0.06818747342793685,0.00507402322883399,0.0075085839256612275,0.1149477488116073,0.04833891539765034,0.0,-0.008161167248699641,0.9526743023752103,0.0,-0.16084213415347481,gmv_to_max_sharpe
6,1.26425905631433,1.2642590563143306,17.98687626322706,2.327639528985009,10.661066832179795,17.20138805230903,10.568961501167369,-9.47769375801072,9.47769375801072,49.074074074074076,143.31759874964453,1.3270148032374494,11,108,0.06806767328742325,0.004916395590682354,0.007505280750335519,0.1087797518862672,0.04839954891906473,0.0,-0.007229207012441785,0.9844518820005548,0.0,-0.14704282597077248,gmv_to_max_sharpe
7,1.269016547354377,1.269016547354377,18.05482388993218,2.335141508739235,10.77100358545434,17.26062391877458,10.576017458664383,-9.52615394045121,9.52615394045121,49.074074074074076,142.53609981663388,1.3197787020058693,11,108,0.06794762670512,0.004757491040046524,0.007501979754225729,0.10993675327454433,0.048460182440489774,0.0,-0.007236101231580028,1.0186079602162714,0.0,-0.15209910372231128,gmv_to_max_sharpe
8,1.273614034325988,1.273614034325988,18.12265122367631,2.3418888686585495,10.876587469572488,17.319859785240123,10.584350253138828,-9.57467475641306,9.57467475641306,48.148148148148145,141.82593562010305,1.3132031075935469,11,108,0.06782733374413041,0.004597486971610998,0.006747359919314633,0.10558388411814867,0.04852081596185087,-0.9259259259259309,-0.006575594412322472,1.0553769105048443,-20.13982707604017,-0.14302584113725786,gmv_to_max_sharpe
9,1.2780505959302788,1.2780505959302786,18.19035801814419,2.3476538955072326,10.969745695391309,17.379095651705676,10.593956871660197,-9.623256205896325,9.623256205896325,48.148148148148145,141.2881001133592,1.3082231491977705,11,108,0.06770679446788108,0.004436561604290512,0.005765026848683075,0.09315822581882038,0.04858144948326526,0.0,-0.004979958395776363,1.0950247920886096,0.0,-0.11224815160822611,gmv_to_max_sharpe
10,1.2823254893699905,1.2823254893699905,18.25794402708476,2.353407919979342,11.062931141424226,17.438331518171218,10.604833852465708,-9.671898288901016,9.671898288901016,49.074074074074076,140.75779710526598,1.30331293615987,11,108,0.06758600894056954,0.00427489343971188,0.005754024472109265,0.09318544603291734,0.048642083004690306,0.9259259259259309,-0.004910213037900402,1.1378548656400824,21.659625882705903,-0.11486164759773151,gmv_to_max_sharpe
