year,Sample Portfolio,Portfolio 2,Portfolio 3,benchmark
2020,0.19592305596927662,0.27405135967998406,0.2979156680808399,0.1833158440897038
2021,0.154876821468249,0.12238474991004655,0.15935422029781132,0.28728814751262366
2022,-0.17306551623421895,-0.09956647974627553,-0.11600910140523424,-0.18175368123865776
2023,0.18797379856597574,0.2072838034069504,0.2866154617803114,0.26175788361349794
2024,0.18652633067506397,0.21155109389786153,0.14543776755863624,0.24886449847111636
2025,0.24216198688283463,0.5437908340323805,0.42545058656665447,0.17719080450516977
2026,0.07902799988057807,0.1988409823778603,0.2034070766895295,0.13081637433046645
