portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
Sample Portfolio,10000.0,21577.702345609505,0.12227885316504516,0.12351999446496331,0.12403024859996369,0.24216198688283463,-0.17306551623421895,-0.22245441068877803,0.7666173819552528,1.198346316516249
Portfolio 2,10000.0,34856.31680472459,0.20598588313589095,0.2037479947611378,0.17456437070775735,0.5437908340323805,-0.09956647974627553,-0.22346459909821825,1.004281366526,1.7078275052567988
Portfolio 3,10000.0,33627.56408124611,0.19951121092261648,0.1976738148939774,0.17062334821505976,0.42545058656665447,-0.11600910140523424,-0.20051041732543617,0.9918781143637173,1.6547406144400132
benchmark,10000.0,26145.13007087515,0.15507084232851298,0.1592106044924645,0.16941603102979427,0.28728814751262366,-0.18175368123865776,-0.2392719085188838,0.7719125144034682,1.2321276646026977
