date,optimized_drawdown,provided_drawdown,benchmark_drawdown
2015-11-30,0.0,0.0,0.0
2015-12-31,0.0,-0.015020817753643834,0.0
2016-01-31,0.0,-0.021572113357852474,-0.025381356335491212
2016-02-29,0.0,0.0,0.0
2016-03-31,-0.04200815306423067,-0.014866640041763857,-0.019009031106825836
2016-04-30,-0.03245578375132829,0.0,-0.021013481654558186
2016-05-31,0.0,0.0,0.0
2016-06-30,0.0,0.0,-0.02735315119263093
2016-07-31,0.0,0.0,-0.01631063692945467
2016-08-31,-0.01713134287630702,-0.008853548439548775,-0.02294417790730885
2016-09-30,-0.017264592337166706,-0.0010754879319359034,-0.03412769731056453
2016-10-31,0.0,0.0,-0.012033588252685967
2016-11-30,-0.00948321411429387,0.0,0.0
2016-12-31,0.0,0.0,0.0
2017-01-31,-0.0014383034085696522,-0.005703080544211758,-0.01257563452331345
2017-02-28,0.0,-0.007787740342896865,-0.004735052540242202
2017-03-31,-0.01438017788878665,-0.02236880495607474,-0.01836017195902917
2017-04-30,0.0,-0.002806146973363677,0.0
2017-05-31,0.0,-0.0011808575956313572,0.0
2017-06-30,0.0,0.0,0.0
2017-07-31,0.0,0.0,-0.0038522866237817865
2017-08-31,0.0,0.0,0.0
2017-09-30,0.0,0.0,0.0
2017-10-31,0.0,0.0,0.0
2017-11-30,-0.020774351606274055,-0.019551034804368816,-0.008686268962567856
2017-12-31,-0.01506603648590854,-0.008622202269413348,-0.007034179563554455
2018-01-31,0.0,0.0,0.0
2018-02-28,-0.015199518996858452,-0.030105130337887642,-0.03020584017624728
2018-03-31,-0.04673445544703192,-0.05658846186064381,-0.07198448358870846
2018-04-30,-0.04159652172263917,-0.03581372756933676,-0.0606447284129753
2018-05-31,-0.01771725885302622,-0.008595856389776335,-0.02836283366235648
2018-06-30,-0.0017659407082385448,0.0,0.0
2018-07-31,0.0,0.0,0.0
2018-08-31,0.0,0.0,0.0
2018-09-30,-0.0016153679981788516,0.0,0.0
2018-10-31,-0.024557727215572034,-0.05317122193017476,-0.04785548742255852
2018-11-30,-0.02977982293899628,-0.0579838259598241,-0.04782185858421584
2018-12-31,-0.05993456815030018,-0.10850534723078209,-0.13221935029971355
2019-01-31,-0.005646192651133863,-0.04157893040201288,-0.06886909940444375
2019-02-28,0.0,-0.021225295882074446,-0.03339814432562116
2019-03-31,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0
2019-05-31,-0.011906613685089273,-0.03601655639311341,-0.04355313082827561
2019-06-30,0.0,0.0,-0.005293720259742951
2019-07-31,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0
2019-09-30,-0.009453958270310592,0.0,0.0
2019-10-31,-0.012109595930054007,-0.006795288408064759,-0.007159404966076588
2019-11-30,0.0,0.0,0.0
2019-12-31,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0
2020-02-29,-0.024142665726394674,-0.043186946313104824,-0.06040172948878686
2020-03-31,-0.07219041689223105,-0.14861436561317165,-0.17409902583782544
2020-04-30,0.0,-0.03468351008024073,-0.07205375597426567
2020-05-31,0.0,0.0,-0.007788566956710041
2020-06-30,0.0,0.0,-0.022485433605937022
2020-07-31,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0
2020-09-30,-0.0518812088624222,-0.06979436626906843,-0.056304914798046446
2020-10-31,-0.08968987790704919,-0.1064031442924761,-0.10692280029520274
2020-11-30,-0.06709166818293555,-0.03937544399767534,-0.03186023836048202
2020-12-31,-0.029648824117106787,0.0,-0.012275313722842296
2021-01-31,-0.015185421416947897,0.0,0.0
2021-02-28,-0.02561100881768985,0.0,0.0
2021-03-31,-0.007596217952304918,0.0,0.0
2021-04-30,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0
2021-06-30,0.0,0.0,0.0
2021-07-31,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0
2021-09-30,-0.022545183100421196,-0.010918828659821078,-0.0257747544531417
2021-10-31,0.0,0.0,0.0
2021-11-30,0.0,-0.00326633636425,0.0
2021-12-31,0.0,0.0,0.0
2022-01-31,-0.03610841750743765,-0.004054454392545259,-0.038554840730828266
2022-02-28,-0.018173101341582343,0.0,-0.07475262193375887
2022-03-31,0.0,0.0,-0.02641650220051417
2022-04-30,-0.018567378595073736,-0.02235076562128413,-0.06960666220596468
2022-05-31,-0.04675985526347848,-0.022512969136535887,-0.08989753819649016
2022-06-30,-0.0672445089822693,-0.06849458634003824,-0.1340305078077063
2022-07-31,-0.02995300399815215,-0.021491057302914895,-0.04882175038738401
2022-08-31,-0.028632672545060633,-0.015150478817772872,-0.05444503513636023
2022-09-30,-0.03703082473196784,-0.042012432904463215,-0.08565429777698241
2022-10-31,-0.01023075026524578,0.0,-0.017230070322331814
2022-11-30,-0.0037485071718911245,0.0,-0.032853914349850855
2022-12-31,-0.05898932116293343,-0.052645496413694315,-0.13336273527968134
2023-01-31,-0.03657525964723851,-0.031832958070761586,-0.0998831087875478
2023-02-28,-0.011760824979476614,-0.023899121637140253,-0.06063065245494026
2023-03-31,0.0,0.0,-0.041947268546819294
2023-04-30,0.0,0.0,0.0
2023-05-31,-0.017566073501051105,-0.0359988595609364,-0.008622137250695272
2023-06-30,0.0,0.0,0.0
2023-07-31,-0.0015392843497462616,0.0,-0.002501131868121509
2023-08-31,0.0,0.0,0.0
2023-09-30,-0.020069338528730607,-0.010674640102932953,-0.03074396162702686
2023-10-31,-0.014484194365150804,-0.027408250757915975,-0.05163039286872462
2023-11-30,0.0,-0.008085695283702177,-0.01084571695891623
2023-12-31,0.0,0.0,0.0
2024-01-31,0.0,0.0,0.0
2024-02-29,0.0,0.0,0.0
2024-03-31,0.0,0.0,0.0
2024-04-30,0.0,0.0,-0.014966274842780125
2024-05-31,0.0,0.0,0.0
2024-06-30,0.0,0.0,0.0
2024-07-31,0.0,-0.010109802577466853,-0.0017777181704736744
2024-08-31,-0.00617051360762666,-0.021145943739324546,-0.004621336965177858
2024-09-30,0.0,-0.004532066862068418,0.0
2024-10-31,0.0,0.0,0.0
2024-11-30,0.0,0.0,0.0
2024-12-31,0.0,0.0,0.0
2025-01-31,0.0,0.0,0.0
2025-02-28,0.0,0.0,-0.0070792948869862204
2025-03-31,0.0,0.0,-0.04811243472416438
