metric,SPY Candidate,benchmark
alpha,0.07111467517030905,-1.0408340855860843e-17
beta,0.961235501449311,1.0000000000000002
calmar_ratio,2.602771084514748,1.8839151974507273
excess_kurtosis,-0.11001381493981954,0.47344285360183536
historical_var_95,0.04966777600917808,0.03871605406981406
modigliani_modigliani,0.12591055115078104,0.09667145111432593
r_squared,0.43802118043121735,0.9999999999999998
skewness,-0.362582604712347,-0.6122072781396147
treynor_ratio,0.13223259845675667,0.05827662352811902
