year,SPY Candidate,benchmark
2021,0.05499150627836502,0.03344655866147672
2022,-0.11898860535917988,-0.1383448581724791
2023,0.2823320023046294,0.15717934878373163
2024,0.42165324962277695,0.20324009349810734
2025,0.1511020779961827,0.21437741103579677
2026,0.08322659727233517,0.03443628187809966
