roll_period_years,SPY Candidate_average_pct,SPY Candidate_high_pct,SPY Candidate_low_pct,benchmark_average_pct,benchmark_high_pct,benchmark_low_pct
1,17.278465146148672,47.40164699543343,-11.898872537995164,11.301425663133088,44.367058875785716,-12.801364039215645
3,16.578516273127597,28.809162088171192,6.916711648643981,9.768241321243096,21.63632657217487,2.265728200589412
5,16.56438514192363,23.081893661594034,8.682554838703172,9.889266999448374,13.488329922429298,7.152355441446301
7,16.620513243341676,21.687819791858654,12.644076455116892,9.968245144172489,14.732993265214912,6.954520851087964
