portfolio,start_balance,end_balance,cagr,annualized_return,annualized_volatility,best_year,worst_year,max_drawdown,sharpe_ex_post,sortino
SPY Candidate,10000.0,65642.79784598338,0.16725585662108222,0.16548323654598723,0.1407456523331271,0.4216530433029333,-0.11898872537995164,-0.174099046544398,0.9029650781608387,1.481518164530981
benchmark,10000.0,35877.00595920058,0.110711659727734,0.10978636727860938,0.09320769570152466,0.2530339609624155,-0.12801364039215646,-0.12801364039215657,0.7659403996105301,1.208844277759339
