kind,label,expected_return,volatility,sharpe,weight_QQQ,weight_SPMO,weight_AIA,weight_GLD,weight_XLE,weight_144600,weight_SCHD
provided,Provided Portfolio,0.1921016818052672,0.13398109047970194,1.1472279682806943,0.2,0.2,0.15,0.15,0.15,0.05,0.1
optimized,Optimized Portfolio,0.192873434838315,0.11499993536883137,1.3432929919191652,0.15805099253549823,0.2704843347761304,0.0,0.47616337679423426,0.0427227101387731,0.0,0.052577845830701554
benchmark,Benchmark,0.17690018405366,0.1506474153398484,0.9194008151749314,,,,,,,
