portfolio,market_type,portfolio_return_pct,benchmark_return_pct,active_return_pct,occurrences,above_benchmark_count,below_benchmark_count,total_count,pct_above_benchmark,above_active_return_pct,below_active_return_pct,overall_active_return_pct
optimized,up,2.6617056461608413,4.084703649568406,-1.4229980034075649,35,11,24,35,31.428571428571427,2.092360309479153,-3.0342038968139775,-1.4229980034075649
optimized,down,-0.7191759291491384,-2.731356345902199,2.01218041675306,23,20,3,23,86.95652173913044,2.501073115004151,-1.247104238254211,2.01218041675306
provided,up,2.0676787700438393,4.084703649568406,-2.017024879524567,35,11,24,35,31.428571428571427,1.266654826134455,-3.5220447446182854,-2.017024879524567
provided,down,-1.315449953971376,-2.731356345902199,1.415906391930823,23,15,8,23,65.21739130434783,2.8110297311158825,-1.199949869041164,1.415906391930823
