date,optimized_balance,provided_balance,benchmark_balance
2021-11-30,1.011613287069575,1.0169492764540626,1.0118236571068862
2021-12-31,1.0360027186518754,1.027552424859521,1.057862675792972
2022-01-31,0.995907788807682,0.9861295835656498,1.017076728850954
2022-02-28,1.0109725824959528,0.9854322794524785,0.9787846671315857
2022-03-31,1.0515108643883162,0.9877801251704829,1.0299175703572416
2022-04-30,1.029996962217967,0.9479516394901081,0.9842284631000139
2022-05-31,1.0040635332217087,0.9262278786555216,0.9627635008757871
2022-06-30,0.9665437845597773,0.9015236473247269,0.9160768041656212
2022-07-31,0.9967669721687504,0.9391924921776325,1.006216204178579
2022-08-31,0.9918194323491548,0.9180547197342045,1.0002674682183146
2022-09-30,0.9658870122065463,0.8822794925568194,0.9672520175010012
2022-10-31,0.9946118139596474,0.8735019029075519,1.0396353685707844
2022-11-30,1.00077902444167,0.8975746572767501,1.0231077460485662
2022-12-31,0.9645598325005854,0.8660386944210519,0.9167832923098519
2023-01-31,0.9954719023221585,0.9082819533288697,0.9521999882995761
2023-02-28,1.0137761916727321,0.9083106557483294,0.9937235314391784
2023-03-31,1.0456088944672621,0.9394031833489358,1.013488226045828
2023-04-30,1.0652463357863813,0.9578563803076712,1.0637419750326111
2023-05-31,1.060926781521648,0.9419691619154436,1.0545700038830936
2023-06-30,1.0734671575070933,0.9446495958071469,1.1240358013326528
2023-07-31,1.089026144110526,0.9482111940950104,1.1212243619853615
2023-08-31,1.0999848408125406,0.9456723631314056,1.1433184957417815
2023-09-30,1.073891421747481,0.9214084914168401,1.1081684376097625
2023-10-31,1.0672322503017428,0.8994937862113321,1.0842884307906628
2023-11-30,1.0984839293055482,0.9412811639484697,1.1309183087261978
2023-12-31,1.1486142696021013,0.9994582327225502,1.1728947123950992
2024-01-31,1.1740010100394525,0.9952626911738383,1.2370618049474449
2024-02-29,1.1849760036636536,1.0073095882144678,1.3082526755967476
2024-03-31,1.253469160901937,1.0473209229143037,1.3676724828381948
2024-04-30,1.2718939490068828,1.048740422183848,1.347203843447075
2024-05-31,1.2836859271486243,1.058588955688413,1.4052927411773133
2024-06-30,1.2998285217208259,1.086823397255081,1.4668544658634861
2024-07-31,1.3425900647503266,1.11606192268332,1.4642466459320829
2024-08-31,1.3479670308008496,1.1086297271774421,1.4600759607766682
2024-09-30,1.3681039270945141,1.1385524831981564,1.4711155557844993
2024-10-31,1.4340562980133165,1.156783940762113,1.528086871547181
2024-11-30,1.4565086297413221,1.1757523484766828,1.6365132925724586
2024-12-31,1.470297696417111,1.1827473437894487,1.6820679384660946
2025-01-31,1.5106408827843847,1.1951678526335203,1.6969555942089845
2025-02-28,1.5105261518155144,1.212984883054416,1.6849428710422412
2025-03-31,1.5393833066146745,1.2320410561623583,1.6153110955784031
2025-04-30,1.5187297026477642,1.2263855997143163,1.5488599173671336
2025-05-31,1.5211020602463299,1.213413276222993,1.5845240675445103
2025-06-30,1.5333311156319196,1.2324447337939695,1.639311563795567
2025-07-31,1.5744123557944083,1.2623997062843084,1.730557188472202
2025-08-31,1.6259766965053386,1.2871246192308134,1.7570562263075789
2025-09-30,1.7179416780642474,1.3480946396454012,1.8442746573524942
2025-10-31,1.7708582571010931,1.401560765868745,1.9163223838866639
2025-11-30,1.8420882257828999,1.419802837931109,1.9704600745414858
2025-12-31,1.8601399570795614,1.4281313247143457,1.9403338348393566
2026-01-31,2.0267610657302333,1.5015779526219786,1.956400995467682
2026-02-28,2.08453713484651,1.5608210417197845,1.944326181754583
2026-03-31,2.009185069767046,1.4690195770849916,1.9399500196453243
2026-04-30,2.0594912974830155,1.5316683151709092,2.1019367681385934
2026-05-31,2.150513925179422,1.6031357907595296,2.2444950177033327
2026-06-30,2.0850433448346073,1.5845512483599515,2.3006051778202443
2026-07-31,2.006610247666029,1.466587304983861,2.111169128019209
2026-08-31,2.0978037062023525,1.4860236225889716,2.1127970102469154
