ticker,name,min_weight_pct,max_weight_pct,provided_weight_pct,optimized_weight_pct
133690,TIGER 미국나스닥100,0.0,60.0,10.0,18.252140875366223
402970,ACE 미국배당다우존스,0.0,60.0,10.0,33.81144243765356
069500,KODEX 200,0.0,60.0,8.0,0.0
168580,ACE 중국본토CSI300,0.0,60.0,8.5,0.0
200250,KIWOOM 인도Nifty50(합성),0.0,60.0,8.5,0.0
EWJ,iShares MSCI Japan ETF,0.0,60.0,5.0,10.80708147378585
TLT,iShares 20+ Year Treasury Bond ETF,0.0,60.0,15.0,0.0
385560,RISE KIS국고채30년Enhanced,0.0,60.0,15.0,0.0
132030,KODEX 골드선물(H),0.0,60.0,20.0,37.12933521319435
