portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
optimized,1,2022-04-30,2022-12-31,2023-04-30,13,-8.269152020441739
optimized,2,2026-06-30,2026-07-31,,3,-6.691594777810472
optimized,3,2022-01-31,2022-01-31,2022-03-31,3,-3.870156817384407
optimized,4,2026-03-31,2026-03-31,2026-05-31,3,-3.6148103969859235
optimized,5,2023-09-30,2023-10-31,2023-12-31,4,-2.9775492620974564
optimized,6,2025-04-30,2025-04-30,2025-07-31,4,-1.3416803909827024
optimized,7,2023-05-31,2023-05-31,2023-06-30,2,-0.4054981575265848
optimized,8,2025-02-28,2025-02-28,2025-03-31,2,-0.007594853957537673
provided,1,2022-01-31,2022-12-31,2024-03-31,27,-15.71829587775534
provided,2,2026-06-30,2026-07-31,,3,-8.517587004340733
provided,3,2026-03-31,2026-03-31,2026-05-31,3,-5.881613726429635
provided,4,2025-04-30,2025-05-31,2025-06-30,3,-1.5119447396816699
provided,5,2024-08-31,2024-08-31,2024-09-30,2,-0.6659303892393997
benchmark,1,2022-01-31,2022-06-30,2023-04-30,16,-13.40305078077062
benchmark,2,2025-02-28,2025-04-30,2025-07-31,6,-8.727139198411605
benchmark,3,2026-07-31,2026-07-31,,2,-8.234183406494832
benchmark,4,2023-09-30,2023-10-31,2023-12-31,4,-5.163046445148256
benchmark,5,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609588
benchmark,6,2024-04-30,2024-04-30,2024-05-31,2,-1.4966038761446199
benchmark,7,2023-05-31,2023-05-31,2023-06-30,2,-0.8622364600434529
benchmark,8,2024-07-31,2024-08-31,2024-09-30,3,-0.46211163033325064
benchmark,9,2023-07-31,2023-07-31,2023-08-31,2,-0.250120089053929
