point,sharpe,expected_return_pct,volatility_pct,weight_133690_pct,weight_402970_pct,weight_069500_pct,weight_168580_pct,weight_200250_pct,weight_EWJ_pct,weight_TLT_pct,weight_385560_pct,weight_132030_pct
89,0.8978193460532456,23.312991504117612,21.68978517905765,20.424364642349328,0.0,47.32701085319271,0.0,0.0,0.0,0.0,0.0,32.248624504457965
90,0.8899321700665155,23.482568388045035,22.072564955097846,19.622480024735044,0.0,48.85790766908873,0.0,0.0,0.0,0.0,0.0,31.51961230617623
91,0.8821954126560746,23.65214527197246,22.458360391719438,18.820595407120724,0.0,50.38880448498476,0.0,0.0,0.0,0.0,0.0,30.790600107894516
92,0.8746103656047594,23.821722155899888,22.847018721830782,18.018710789506397,0.0,51.91970130088082,0.0,0.0,0.0,0.0,0.0,30.06158790961279
93,0.8671775805718683,23.991299039827318,23.238396301617172,17.216826171892084,0.0,53.45059811677688,0.0,0.0,0.0,0.0,0.0,29.33257571133104
94,0.8598969742720813,24.16087592375474,23.63235803025878,16.414941554277757,0.0,54.981494932672895,0.0,0.0,0.0,0.0,0.0,28.60356351304935
95,0.8527679214222379,24.330452807682168,24.02877680352568,15.613056936663414,0.0,56.51239174856896,0.0,0.0,0.0,0.0,0.0,27.874551314767636
96,0.845789336677239,24.500029691609598,24.427533000304503,14.81117231904908,0.0,58.043288564465016,0.0,0.0,0.0,0.0,0.0,27.145539116485907
97,0.8389597466917141,24.669606575537024,24.828514000887594,14.009287701434802,0.0,59.57418538036103,0.0,0.0,0.0,0.0,0.0,26.41652691820417
98,0.829683196657837,24.839183459464444,25.31050500412156,20.738301424980985,0.0,60.0,0.0,0.0,0.0,0.0,0.0,19.26169857501901
99,0.811847095735828,25.008760343391867,26.075449054337174,30.36915052651276,0.0,60.0,0.0,0.0,0.0,0.0,0.0,9.630849473487247
100,0.787111960249907,25.17833716306593,27.11031655226047,39.999999628044534,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
