year,ticker,return_pct
2021,133690,7.186536678278754
2022,133690,-30.48622233653272
2023,133690,61.42785065590315
2024,133690,45.24040214616871
2025,133690,16.45733058841248
2026,133690,10.556075687395271
2021,402970,6.692588665017096
2022,402970,1.303147432357843
2023,402970,6.715360296522421
2024,402970,27.5309020328941
2025,402970,1.3857737904518164
2026,402970,21.711305996681673
2021,069500,2.693974674938393
2022,069500,-24.150391702526786
2023,069500,24.857257155326028
2024,069500,-9.358615868577436
2025,069500,94.22217937594395
2026,069500,77.33289212442094
2021,168580,2.2707619383147026
2022,168580,-22.970687711386695
2023,168580,-12.070577712729147
2024,168580,31.29276863325321
2025,168580,22.42921538244824
2026,168580,-0.9060837048755932
2021,200250,-2.3609653725078616
2022,200250,-1.1284255776464303
2023,200250,17.90760869565218
2024,200250,19.56672044249825
2025,200250,-0.4626060138781751
2026,200250,-17.447714949651406
2021,101280,2.1673419512509007
2022,101280,-12.042049603424376
2023,101280,23.710012166320737
2024,101280,26.061552701608214
2025,101280,21.31613969069801
2026,101280,15.448630655167195
2021,TLT,1.9081993123686969
2022,TLT,-24.988623048133118
2023,TLT,4.194612861055336
2024,TLT,4.204745114290787
2025,TLT,1.8187565026979824
2026,TLT,-6.803583607291097
2021,385560,5.3006349451171
2022,385560,-29.46683592510314
2023,385560,17.461278878601718
2024,385560,10.504604051565348
2025,385560,-9.404706352909775
2026,385560,-24.585362982148908
2021,GLD,3.3128927441550715
2022,GLD,7.056048968396045
2023,GLD,15.21537976406
2024,GLD,42.95638336817014
2025,GLD,61.48184716811122
2026,GLD,-1.3698048789798745
