portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
optimized,1,2026-06-30,2026-07-31,,3,-10.673493914585164
optimized,2,2022-04-30,2022-12-31,2023-02-28,11,-6.235031647784417
optimized,3,2026-03-31,2026-03-31,2026-05-31,3,-3.915117049857042
optimized,4,2022-01-31,2022-01-31,2022-03-31,3,-3.1192153220772845
optimized,5,2025-04-30,2025-06-30,2025-07-31,4,-1.5020089455932473
optimized,6,2023-09-30,2023-09-30,2023-11-30,3,-1.1907466376603226
optimized,7,2024-08-31,2024-08-31,2024-09-30,2,-0.8222290720496628
optimized,8,2023-05-31,2023-05-31,2023-08-31,4,-0.5738468502754279
provided,1,2022-01-31,2022-12-31,2024-01-31,25,-14.294736907451377
provided,2,2026-06-30,2026-07-31,,3,-9.652517363664936
provided,3,2026-03-31,2026-03-31,2026-05-31,3,-4.801990122012445
provided,4,2025-04-30,2025-05-31,2025-07-31,4,-2.6219932274955005
provided,5,2024-08-31,2024-08-31,2024-09-30,2,-1.4445389015084409
benchmark,1,2022-01-31,2022-06-30,2023-04-30,16,-13.403071474509098
benchmark,2,2025-02-28,2025-04-30,2025-07-31,6,-8.72715880079884
benchmark,3,2026-07-31,2026-07-31,,2,-8.234183406494822
benchmark,4,2023-09-30,2023-10-31,2023-12-31,4,-5.16303212859669
benchmark,5,2025-12-31,2026-03-31,2026-04-30,5,-1.5483721436609477
benchmark,6,2024-04-30,2024-04-30,2024-05-31,2,-1.4966097781790366
benchmark,7,2023-05-31,2023-05-31,2023-06-30,2,-0.8622212685724273
benchmark,8,2024-07-31,2024-08-31,2024-09-30,3,-0.46212266342550157
benchmark,9,2023-07-31,2023-07-31,2023-08-31,2,-0.25010605863751145
