portfolio,return_3m_pct,return_1y_pct,annualized_3y_pct,annualized_5y_pct,annualized_10y_pct,ytd_pct,full_period_cagr_pct,volatility_3y_pct,volatility_5y_pct
optimized,1.0239483471346622,33.61220123854673,34.52953279646827,20.377878103090264,18.537303989905475,20.178169093072952,18.015145473052563,13.18324015432189,14.551511817988565
provided,2.074010441997798,47.652088167117014,33.03498780799528,20.718768054684933,18.661734121596375,26.5877428049613,18.499156781005688,14.420932857787092,16.94448576015243
benchmark,2.195235198571144,20.865672726994468,21.12994167528235,12.81089282568555,15.333286783630928,13.678703150406868,10.868855346635641,12.95779891406699,15.882330580685261
