year,optimized_return_pct,provided_return_pct,benchmark_return_pct
1993,,,8.709071925203492
1994,,,0.3973710295912758
1995,,,38.048849179576735
1996,,,22.497508386228017
1997,,,33.475188441807276
1998,,,28.692375392651527
1999,,,20.389425227430237
2000,,,-9.74154229066061
2001,,,-11.758509037652276
2002,,,-21.584671157537095
2003,,,28.18160671236034
2004,,,10.697993357375267
2005,,,4.828246306360651
2006,,,15.845240347376688
2007,,,5.146179208010615
2008,,,-36.79498983737456
2009,,,26.35180041852245
2010,,,15.05614075193511
2011,,,1.894969033897631
2012,,,15.990363018278275
2013,,,32.30777658140358
2014,,,13.463760145628601
2015,-3.4032619384612994,-4.668100289829713,1.2343105936252874
2016,10.450561508587985,17.955655537643644,11.997892746889093
2017,22.79856576824182,23.89439223341845,21.705393174527245
2018,-1.2842517631962869,-6.186940972954802,-4.568997128362606
2019,26.572855928247343,29.253051441881063,31.223870646836783
2020,29.441415159470232,28.83603503046683,18.331613708139848
2021,15.456341305630673,16.6101088426978,28.728769487345286
2022,-10.191836523098585,-10.97795414593058,-18.17536129512294
2023,23.154633895461775,24.201125115836742,26.175786176827742
2024,33.48348380695052,22.55534310267395,24.886468043810982
2025,38.60029194983268,44.460348048947694,17.71905551191477
2026,20.178169093072952,26.5877428049613,13.678703150406868
