portfolio,rank,start,bottom,recovery,duration_months,maximum_drawdown_pct
optimized,1,2022-01-31,2022-09-30,2023-07-31,19,-18.48181981065684
optimized,2,2020-02-29,2020-03-31,2020-05-31,4,-12.218069024386224
optimized,3,2018-10-31,2018-12-31,2019-03-31,6,-8.969289629751398
optimized,4,2026-03-31,2026-03-31,2026-04-30,2,-7.073099463283006
optimized,5,2020-09-30,2020-10-31,2020-12-31,4,-6.863742367703962
optimized,6,2026-06-30,2026-07-31,2026-08-31,3,-6.391949618498005
optimized,7,2016-08-31,2016-11-30,2017-02-28,7,-5.103013368024656
optimized,8,2021-09-30,2021-09-30,2021-10-31,2,-4.163737189660011
optimized,9,2018-02-28,2018-03-31,2018-08-31,7,-3.9631695092718355
optimized,10,2015-12-31,2016-01-31,2016-02-29,3,-3.264243265277267
optimized,11,2023-09-30,2023-09-30,2023-11-30,3,-3.208025382566859
optimized,12,2021-01-31,2021-02-28,2021-04-30,4,-2.7947560086505563
optimized,13,2019-05-31,2019-05-31,2019-06-30,2,-2.6041693745700867
optimized,14,2024-04-30,2024-04-30,2024-05-31,2,-2.209830387104028
optimized,15,2024-12-31,2024-12-31,2025-01-31,2,-1.6347596806540743
optimized,16,2016-05-31,2016-05-31,2016-06-30,2,-1.2801653362003784
optimized,17,2025-03-31,2025-03-31,2025-04-30,2,-1.1744039521926042
optimized,18,2021-11-30,2021-11-30,2021-12-31,2,-1.148238285443759
optimized,19,2019-09-30,2019-09-30,2019-10-31,2,-0.8647240844677606
optimized,20,2017-06-30,2017-06-30,2017-07-31,2,-0.604541282808202
optimized,21,2017-03-31,2017-03-31,2017-04-30,2,-0.5213896574849386
optimized,22,2017-09-30,2017-09-30,2017-10-31,2,-0.4192474188131401
provided,1,2022-04-30,2022-09-30,2023-06-30,15,-22.478051681031808
provided,2,2020-01-31,2020-03-31,2020-06-30,6,-20.41534007058311
provided,3,2018-02-28,2018-12-31,2019-04-30,15,-11.929595626597411
provided,4,2020-09-30,2020-10-31,2020-12-31,4,-9.099155588353735
provided,5,2023-08-31,2023-10-31,2023-12-31,5,-7.743362043049817
provided,6,2015-12-31,2016-01-31,2016-03-31,4,-7.0269536245147535
provided,7,2026-06-30,2026-07-31,2026-08-31,3,-6.8618560549959735
provided,8,2019-05-31,2019-05-31,2019-06-30,2,-6.587370667823911
provided,9,2026-03-31,2026-03-31,2026-04-30,2,-6.55413054282733
provided,10,2021-07-31,2021-09-30,2021-10-31,4,-4.67303611873856
provided,11,2016-10-31,2016-11-30,2017-01-31,4,-3.975619191142843
provided,12,2024-12-31,2024-12-31,2025-01-31,2,-2.8668382995401753
provided,13,2025-03-31,2025-04-30,2025-05-31,3,-2.439098393551087
provided,14,2022-01-31,2022-01-31,2022-03-31,3,-2.046611037779067
provided,15,2016-08-31,2016-08-31,2016-09-30,2,-1.4850998418584838
provided,16,2021-11-30,2021-11-30,2021-12-31,2,-1.3381006978088195
provided,17,2024-04-30,2024-04-30,2024-05-31,2,-1.218684124090763
provided,18,2017-06-30,2017-06-30,2017-07-31,2,-1.1317209400197648
provided,19,2024-01-31,2024-01-31,2024-02-29,2,-1.1243259235500513
provided,20,2016-05-31,2016-05-31,2016-06-30,2,-0.7285404260673145
provided,21,2019-08-31,2019-09-30,2019-10-31,3,-0.5251034684647604
benchmark,1,2007-11-30,2009-02-28,2012-03-31,53,-50.78485908750674
benchmark,2,2000-09-30,2002-09-30,2006-11-30,75,-44.726506454529414
benchmark,3,2022-01-31,2022-09-30,2023-12-31,24,-23.92718402314561
benchmark,4,2020-01-31,2020-03-31,2020-07-31,7,-19.447691893372355
benchmark,5,1998-07-31,1998-08-31,1998-11-30,5,-15.278526394408976
benchmark,6,2018-10-31,2018-12-31,2019-04-30,7,-13.532105787512606
benchmark,7,2015-08-31,2015-09-30,2016-05-31,10,-8.491112718415195
benchmark,8,2025-02-28,2025-04-30,2025-06-30,5,-7.578983635152992
benchmark,9,1994-02-28,1994-03-31,1994-08-31,7,-6.984344254560925
benchmark,10,2012-04-30,2012-05-31,2012-08-31,5,-6.632996378165334
benchmark,11,2000-01-31,2000-02-29,2000-03-31,3,-6.425547901860051
benchmark,12,2019-05-31,2019-05-31,2019-06-30,2,-6.377102479049579
benchmark,13,2018-02-28,2018-03-31,2018-07-31,6,-6.277431686906998
benchmark,14,2020-09-30,2020-10-31,2020-11-30,3,-6.144355556263903
benchmark,15,2026-02-28,2026-03-31,2026-04-30,3,-5.7594788825876435
benchmark,16,1999-07-31,1999-09-30,1999-10-31,4,-5.757232087209607
benchmark,17,1997-08-31,1997-08-31,1997-11-30,4,-5.180263829013287
benchmark,18,2000-04-30,2000-05-31,2000-08-31,5,-5.029121624983124
benchmark,19,2021-09-30,2021-09-30,2021-10-31,2,-4.660555609265337
benchmark,20,2007-06-30,2007-07-31,2007-09-30,4,-4.547315224723358
benchmark,21,1996-07-31,1996-07-31,1996-09-30,3,-4.493640756244277
benchmark,22,1997-03-31,1997-03-31,1997-04-30,2,-4.412263410991768
benchmark,23,2024-04-30,2024-04-30,2024-05-31,2,-4.031945625975819
benchmark,24,1994-11-30,1994-11-30,1995-02-28,4,-3.981639411002602
benchmark,25,2014-01-31,2014-01-31,2014-02-28,2,-3.5248299641955194
benchmark,26,2014-12-31,2015-01-31,2015-02-28,3,-3.2090700116558457
benchmark,27,1999-02-28,1999-02-28,1999-03-31,2,-3.2069236147858504
benchmark,28,2013-08-31,2013-08-31,2013-09-30,2,-2.999215113757736
benchmark,29,1993-04-30,1993-04-30,1993-05-31,2,-2.5587287560430494
benchmark,30,1994-09-30,1994-09-30,1994-10-31,2,-2.5254927841356856
benchmark,31,2024-12-31,2024-12-31,2025-01-31,2,-2.406006705359487
benchmark,32,1996-12-31,1996-12-31,1997-01-31,2,-2.379733714355814
benchmark,33,1999-05-31,1999-05-31,1999-06-30,2,-2.28658213554499
benchmark,34,1998-05-31,1998-05-31,1998-06-30,2,-2.0768413898184956
benchmark,35,2015-06-30,2015-06-30,2015-07-31,2,-2.03119368308059
benchmark,36,2007-02-28,2007-02-28,2007-04-30,3,-1.9617611949133251
benchmark,37,2012-10-31,2012-10-31,2013-01-31,4,-1.8198247431811643
benchmark,38,2016-10-31,2016-10-31,2016-11-30,2,-1.733776253475039
benchmark,39,2019-08-31,2019-08-31,2019-09-30,2,-1.6743006095411572
benchmark,40,2015-03-31,2015-03-31,2015-05-31,3,-1.5705494143170018
benchmark,41,2014-09-30,2014-09-30,2014-10-31,2,-1.3796253156252547
benchmark,42,2014-07-31,2014-07-31,2014-08-31,2,-1.3437744985957956
benchmark,43,2013-06-30,2013-06-30,2013-07-31,2,-1.334466835295367
benchmark,44,1993-11-30,1993-11-30,1993-12-31,2,-1.0673298587114743
